Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[1-13]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[2-13]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[3-13]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[4-13]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[5-13]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[6-13]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[7-13]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[8-13]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[9-13]	R[10-10]	R[10-11]	R[10-12]	R[10-13]	R[11-12]	R[11-13]	R[12-12]	R[12-13]	R[13-13]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	
5200	-29915	-387.987	5.37662	0.129444	0.153873	0.00388845	0.000377688	0.000137565	0.000377034	0.000494145	0.00472196	0.000388892	0.000448064	0.00037871	0.000454133	0.000459979	0.000373935	0.000852575	0.00247887	0.000568952	0.00564076	0.00487398	0.000610412	0.0289646	0.020063	0.000888714	0.000840944	0.000982975	0.0034312	0.000991924	0.0106393	0.000580645	0.00056426	0.000690428	0.000852874	0.000696019	0.00095312	0.000848427	0.000888658	0.000991784	0.000852195	0.00511229	0.00084839	0.000690468	0.00303385	0.0321383	0.000982808	0.00200309	0.00224761	0.0107637	0.000647824	0.0305093	0.000585975	0.0134472	0.000852575	0.000848702	0.000852412	0.00216027	0.00356021	0.00299854	0.00409897	0.000832963	0.000597725	0.000852196	0.000616539	0.00098265	0.000910838	0.001215	0.0724687	0.0312927	0.00220347	0.00268954	0.00589654	0.001	0.00732113	0.000869643	0.000982975	0.018319	0.011296	0.00876047	0.0563416	0.00210214	0.0320801	0.029737	0.14785	0.0280005	0.000840956	0.0997493	0.0915227	0.0433839	0.0499725	0.00704054	0.0115576	0.0100838	0.00376642	0.00846467	0.0537744	0.0300175	0.0403943	0.0356802	0.0828451	0.017693	0.0151305	0.0132133	0.0431642	0.0027378	0.0272556	0.0326189	0.0203202	0.0487773	0.0111358	0.0203202	0.00859139	0.0533056	0.0203202	0.00861935	0.0277222	0.00902052	0.0176503	0.0258919	0.00219605	0.00177959	0.0133718	0.00561198	0.00100729	0.0295597	0.0115839	0.0123224	0.00675017	0.0227509	0.00512916	0.0249264	0.00226117	0.0205683	0.00102459	0.00147479	0.00206774	0.0196816	0.00234322	0.00334696	0.00102873	0.0161124	0.00112523	0.0101659	0.00105851	0.00102751	0.00336562	0.00579828	0.0039034	0.00177176	0.00642377	0.00108061	0.00100032	0.0124493	0.00102745	0.0100728	0.00109209	0.00226577	0.0010585	0.00102882	0.00870891	0.0168817	0.00102837	0.00105345	0.00100739	0.00102882	0.00100742	0.00489964	0.00108603	0.00290013	0.001	0.00105335	0.00104325	0.00102821	0.00111439	0.00102462	0.00102824	0.00100741	0.00105344	
5300	-29810.1	-387.987	5.37662	0.129444	0.153873	0.00386645	0.000375551	0.000136786	0.000374901	0.00049135	0.00469525	0.000386692	0.000445529	0.000376568	0.000451563	0.000457376	0.00037182	0.000847751	0.00246484	0.000565733	0.00560885	0.00484641	0.000606959	0.0288008	0.0199494	0.00100111	0.000836186	0.000977414	0.00341178	0.000986312	0.0105791	0.00057736	0.000561067	0.000686522	0.000848048	0.000692081	0.00100116	0.000992746	0.00088363	0.000986173	0.000847374	0.00508337	0.00084359	0.000686562	0.00301669	0.0319565	0.00100118	0.00199175	0.00223489	0.0107029	0.000644159	0.0303367	0.00058266	0.0133711	0.000847751	0.0008439	0.000847589	0.00214805	0.00354007	0.00298157	0.00407578	0.00082825	0.000594344	0.000847374	0.00061305	0.000977091	0.000905684	0.001	0.0720587	0.0311156	0.000999993	0.00267433	0.000981285	0.000994342	0.0157382	0.000864723	0.000977414	0.0182154	0.0134634	0.00871091	0.0560229	0.00209025	0.0318986	0.0295688	0.147013	0.0391535	0.000836198	0.0991849	0.0910049	0.0431384	0.0392833	0.00700071	0.0114922	0.0100267	0.00371724	0.00835416	0.0530723	0.0296256	0.0398669	0.0652785	0.0817635	0.017462	0.014933	0.0130408	0.0426006	0.00270206	0.0268997	0.032193	0.0200549	0.0481405	0.0109904	0.00320425	0.00847922	0.0526096	0.0200549	0.00850681	0.0273603	0.00890275	0.0174199	0.0255538	0.00216738	0.00175635	0.0131972	0.00553871	0.000994141	0.0291738	0.0114326	0.0121615	0.00666204	0.0224538	0.0050622	0.0246009	0.00223165	0.0202998	0.00101121	0.00145554	0.00204074	0.0194247	0.00231263	0.00330326	0.0010153	0.0159021	0.00111054	0.0100332	0.000986886	0.00101409	0.00332168	0.00572258	0.00385244	0.00174863	0.0063399	0.0010665	0.00098726	0.0122868	0.00101403	0.00994127	0.00107783	0.00223619	0.00104468	0.00101539	0.00859521	0.0166613	0.00101494	0.0010397	0.000994234	0.00101539	0.000994272	0.00483567	0.00107185	0.00286227	0.000986944	0.0010396	0.00102963	0.00101478	0.001	0.00101124	0.00101481	0.000994255	0.00103968	
5400	-29702	-392.556	5.36789	0.124917	0.15105	0.00356544	0.000346313	0.000126137	0.000345714	0.000453097	0.00432971	0.000356587	0.000410843	0.000347251	0.000416408	0.000421769	0.000342873	0.000781752	0.00227295	0.00052169	0.00517219	0.0044691	0.000559706	0.0201207	0.0183963	0.000923168	0.000771087	0.00090132	0.00314617	0.000909525	0.00575915	0.000532411	0.000517387	0.000633075	0.000782026	0.000638201	0.000923217	0.000915459	0.000814838	0.000909397	0.000781404	0.00886214	0.000777915	0.000633112	0.00278183	0.0294686	0.000923239	0.00183669	0.0020609	0.00986961	0.00059401	0.0279749	0.000537299	0.0123301	0.000781752	0.000778201	0.000781602	0.00198082	0.00326447	0.00274945	0.00375847	0.000763769	0.000548073	0.000781405	0.000565323	0.000999822	0.000835175	0.000922148	0.0664488	0.0286932	0.000922141	0.00246612	0.00090489	0.00271355	0.0145129	0.000797402	0.00090132	0.0167973	0.0124153	0.00803275	0.0516614	0.00192752	0.0294152	0.0408223	0.135568	0.0361053	0.000771098	0.160124	0.08392	0.03978	0.036225	0.00645569	0.0105975	0.00924613	0.00364824	0.00819908	0.0520872	0.0516353	0.0391269	0.0640668	0.0802458	0.0171379	0.0146558	0.0127987	0.0418098	0.0026519	0.0264004	0.0315955	0.0196826	0.0472468	0.0107864	0.00314477	0.00832182	0.051633	0.0196826	0.0083489	0.0268524	0.00873749	0.0170965	0.0250795	0.00212715	0.00172375	0.0129522	0.00543589	0.000975687	0.0286322	0.0112204	0.0120531	0.00653838	0.022037	0.00496823	0.0241443	0.00219022	0.019923	0.000992443	0.00142852	0.00200286	0.0190641	0.0022697	0.00324194	0.00099645	0.0115336	0.00108993	0.00984692	0.000968567	0.000995268	0.00326002	0.00561635	0.00378093	0.00171617	0.00622221	0.0010467	0.000968933	0.0120587	0.000995211	0.00975673	0.00105782	0.00219468	0.00102529	0.000996542	0.00843566	0.016352	0.000996099	0.0010204	0.001	0.000996542	0.000975815	0.00474591	0.000981367	0.00280914	0.000968624	0.0010203	0.00101051	0.000995946	0.000981372	0.000992471	0.000995975	0.000981372	0.00102038	
5500	-29679.3	-391.551	5.34339	0.124917	0.15105	0.00350182	0.000340134	0.000123887	0.000339546	0.000445013	0.00425246	0.000350225	0.000403513	0.000341055	0.000408978	0.000414243	0.000336755	0.000767804	0.00223239	0.000512382	0.0050799	0.00438936	0.000549719	0.0197617	0.0180681	0.000988597	0.000757329	0.000885239	0.00309003	0.000893297	0.0056564	0.000522912	0.000508156	0.000621779	0.000768073	0.000626814	0.000906745	0.000899125	0.000800299	0.000893171	0.000767462	0.00870402	0.000764035	0.000621815	0.0027322	0.0289428	0.000906767	0.00180392	0.00202413	0.00726639	0.000583411	0.0274758	0.000527712	0.0183017	0.000767804	0.000764316	0.000767657	0.00194548	0.00320622	0.00270039	0.00369141	0.000750142	0.000538294	0.000992587	0.000555236	0.000981983	0.000820274	0.000905695	0.0652632	0.0281813	0.000905688	0.00242212	0.000888745	0.00266514	0.014254	0.000783175	0.000885238	0.0164976	0.0196067	0.00788942	0.0507396	0.00189313	0.0288904	0.040094	0.133149	0.0354611	0.00075734	0.157267	0.0824227	0.0454282	0.0355786	0.0063405	0.0104084	0.00908115	0.0036482	0.00819898	0.0520865	0.0516347	0.0391264	0.064066	0.0802448	0.0171376	0.0146556	0.0127986	0.0418093	0.00265187	0.0264001	0.0315951	0.0196824	0.0472463	0.0107862	0.00314473	0.00832172	0.0516324	0.0196824	0.0083488	0.026852	0.00873738	0.0170963	0.0250791	0.00212712	0.00172373	0.0129521	0.00543583	0.000975674	0.0286319	0.0112203	0.012053	0.00653829	0.0220368	0.00496816	0.024144	0.00219019	0.0199227	0.000992431	0.0014285	0.00200283	0.0190639	0.00226967	0.0032419	0.000996438	0.0115334	0.00108991	0.00984679	0.00100002	0.000995255	0.00325998	0.00561628	0.00378088	0.00171615	0.00622214	0.00104669	0.000968921	0.0120585	0.000995198	0.00975661	0.00105781	0.00219465	0.00102527	0.00099653	0.00843555	0.0163518	0.000996087	0.00102038	0.000999988	0.000996529	0.00100004	0.00468391	0.000981354	0.0028091	0.000968612	0.00102029	0.0010105	0.000995934	0.00100006	0.000992459	0.000995963	0.00098136	0.00102037	
5600	-29676.8	-391.573	5.21255	0.124917	0.15105	0.00354109	0.000343949	0.000125276	0.000343354	0.000450003	0.00430015	0.000354152	0.000408038	0.00034488	0.000413565	0.000418889	0.000340531	0.000776414	0.00225743	0.000518128	0.00513687	0.00443859	0.000555884	0.0199833	0.0182707	0.000999684	0.000765822	0.000895166	0.00312469	0.000903315	0.00571983	0.000528775	0.000513854	0.000628752	0.000776686	0.000633843	0.000916913	0.000909207	0.000809274	0.000903187	0.000776068	0.00880163	0.00101147	0.000628788	0.00276284	0.0292674	0.000916935	0.00101111	0.00204683	0.00734788	0.000589954	0.0277839	0.00053363	0.0185069	0.000776414	0.000772887	0.000776265	0.00196729	0.00324218	0.00203984	0.00373281	0.000758554	0.00054433	0.00100372	0.00101192	0.00101123	0.000829472	0.000915851	0.0659951	0.0284973	0.000915844	0.00244928	0.000898711	0.00269502	0.0144138	0.000791957	0.000895166	0.0166826	0.0198266	0.0079779	0.0513086	0.00191436	0.0292144	0.0405436	0.134642	0.025441	0.000765833	0.159031	0.0833469	0.0459376	0.0359776	0.00641161	0.0105251	0.00918299	0.00364187	0.00818477	0.0519963	0.0515452	0.0390586	0.063955	0.0868246	0.0171079	0.0146302	0.0127764	0.0417369	0.00264727	0.0263543	0.0315403	0.0196483	0.0471644	0.0107675	0.00313928	0.0083073	0.0515429	0.0196483	0.00833433	0.0268055	0.00872224	0.0170667	0.0250357	0.00212344	0.00172074	0.0129296	0.00542641	0.000993272	0.0285823	0.0112008	0.0120321	0.00652696	0.0219986	0.00495956	0.0241021	0.0021864	0.0198882	0.001	0.00109065	0.00199936	0.0190308	0.00226574	0.00323628	0.000994711	0.0115134	0.00108802	0.00982973	0.000998286	0.000993531	0.00325433	0.00560655	0.00377433	0.00171318	0.00621135	0.00104488	0.000967242	0.0120377	0.000993474	0.0097397	0.00105598	0.00219085	0.000998242	0.000994803	0.00842094	0.0116694	0.000994361	0.00101862	0.000998255	0.000994803	0.00099831	0.0046758	0.000979654	0.00280424	0.000966933	0.00101852	0.00100875	0.000994208	0.000998329	0.000990739	0.000994237	0.000979659	0.0010186	
5700	-29661.2	-386.307	5.0959	0.125757	0.150211	0.00359827	0.000349502	0.000127298	0.000348897	0.000457269	0.00436957	0.00035987	0.000414626	0.000350448	0.000420242	0.000425652	0.00034603	0.00078895	0.00229387	0.000526493	0.00521981	0.00101265	0.000564859	0.020306	0.0185657	0.00101582	0.000778187	0.00101275	0.00317514	0.000917899	0.00581218	0.000537313	0.000522151	0.000638903	0.000789226	0.000644077	0.000931717	0.000923887	0.00082234	0.00091777	0.000788598	0.00894374	0.0010278	0.000638941	0.00280745	0.0297399	0.00093174	0.00102743	0.00207987	0.00746651	0.000599479	0.0282325	0.000542245	0.0188058	0.00078895	0.000785366	0.00100816	0.00199906	0.00329453	0.00207277	0.00271125	0.000770801	0.000553119	0.00101992	0.00101274	0.00102756	0.00101291	0.000930638	0.0670606	0.0289574	0.000930631	0.00248883	0.000913222	0.00273854	0.0146465	0.000804744	0.000909619	0.00879169	0.0201467	0.00810671	0.052137	0.00194526	0.0296861	0.0411982	0.136816	0.0258518	0.000778198	0.157715	0.0846926	0.0466793	0.0365585	0.00651513	0.0106951	0.00933125	0.00365761	0.00822012	0.0522208	0.0517678	0.0392273	0.0642312	0.0871997	0.0171818	0.0146934	0.0128316	0.0419171	0.00265871	0.0264682	0.0316765	0.0197331	0.0473681	0.0108141	0.00315284	0.00834318	0.0517655	0.0197331	0.00837033	0.0269213	0.00875991	0.0171404	0.0251438	0.00213261	0.00172817	0.00841584	0.00573027	0.000997562	0.0287057	0.0112492	0.0120841	0.00655516	0.0220936	0.00498098	0.0242063	0.00219584	0.0199741	0.00100432	0.00109536	0.002008	0.019113	0.00227553	0.00325026	0.00100431	0.0115632	0.00109272	0.00987219	0.00100432	0.000997822	0.00326838	0.00563077	0.00379063	0.00172058	0.00623818	0.00104939	0.00097142	0.0120896	0.000997765	0.00978177	0.00106054	0.00220031	0.00100255	0.0009991	0.00845731	0.0117198	0.000998656	0.0010043	0.00100257	0.000999099	0.00100262	0.00469599	0.000983885	0.00281635	0.00097111	0.00102292	0.00101311	0.000998502	0.00100264	0.000995018	0.000998532	0.000983891	0.00100457	
5800	-29667.7	-385.772	5.0246	0.125757	0.150211	0.00357027	0.000346783	0.000126308	0.000346183	0.000453711	0.00433558	0.00035707	0.0004114	0.000347722	0.000416972	0.00042234	0.000343337	0.000782811	0.00227603	0.000522397	0.00517919	0.00100477	0.000560464	0.020148	0.0184213	0.00100792	0.000772132	0.00100487	0.00315043	0.000910758	0.00576696	0.000533132	0.000518088	0.000633932	0.000783086	0.000639066	0.000924468	0.000916699	0.000815942	0.000910629	0.000782463	0.00887415	0.00101981	0.000999992	0.0027856	0.0295085	0.00092449	0.00101944	0.000991527	0.00740842	0.000594815	0.0280128	0.000538026	0.0186594	0.000782811	0.000779255	0.000992639	0.0019835	0.00326889	0.00205664	0.00269015	0.000764804	0.000548815	0.00101199	0.00100486	0.000992612	0.000991548	0.001	0.0665388	0.0287321	0.00092339	0.00246947	0.000906116	0.00271723	0.0145326	0.000798482	0.000902541	0.00872329	0.01999	0.00804363	0.0517314	0.00193013	0.0294551	0.0408776	0.135752	0.0256507	0.000772143	0.156488	0.0840337	0.0463161	0.0362741	0.0149227	0.0106119	0.00925865	0.00366035	0.00822629	0.0522601	0.0518067	0.0392568	0.0642794	0.0872651	0.0176052	0.0147045	0.0128412	0.0419486	0.0026607	0.026488	0.0317003	0.0197479	0.0474037	0.0108222	0.00315521	0.00834945	0.0518044	0.0197479	0.00837662	0.0269415	0.00876649	0.0171533	0.0251627	0.00213421	0.00172947	0.00842215	0.00573457	0.000998311	0.0287273	0.0112576	0.0120932	0.00656008	0.0221102	0.00498472	0.0242244	0.00219749	0.0199891	0.0010001	0.00109618	0.00165655	0.0191274	0.00227724	0.0032527	0.00100506	0.0115718	0.001	0.0098796	0.00100508	0.000998571	0.00327084	0.00563499	0.00379348	0.00100003	0.00624287	0.00105018	0.00097215	0.0120987	0.000998514	0.00978911	0.00106133	0.00220196	0.00100331	0.00099985	0.00846366	0.0117286	0.000999406	0.00100009	0.00100332	0.00099985	0.00100338	0.00469952	0.0010001	0.00281846	0.000971839	0.00102369	0.00101387	0.00100075	0.00100339	0.000995765	0.000999281	0.00098463	0.00100532	
5900	-29613	-391.214	5.55105	0.125757	0.150211	0.00350666	0.000340604	0.000124058	0.000340015	0.000445627	0.00425833	0.000350708	0.00040407	0.000341526	0.000409543	0.000414815	0.00033722	0.000768864	0.00223547	0.000513089	0.00508691	0.000986867	0.000550478	0.019789	0.018093	0.000989962	0.000758375	0.000986967	0.0030943	0.00089453	0.0056642	0.000523633	0.000508857	0.000622637	0.000769133	0.00062768	0.000907997	0.000900366	0.000801404	0.000894404	0.000982397	0.00871604	0.00100163	0.000982175	0.00273597	0.0289828	0.000908018	0.00100128	0.00097386	0.00727642	0.000584217	0.0414687	0.00052844	0.018327	0.000768864	0.000765371	0.000974953	0.00194816	0.00321065	0.00202	0.00264222	0.000751177	0.000539037	0.000993957	0.000986952	0.000974927	0.000973881	0.000982183	0.0653533	0.0318687	0.000906938	0.00242547	0.000889972	0.00266881	0.0142736	0.000784256	0.00088646	0.00856786	0.0196338	0.00790031	0.0508096	0.00189574	0.0289303	0.0401493	0.133333	0.0251936	0.000758385	0.1537	0.0825364	0.0454909	0.0356278	0.0146568	0.0104228	0.00909369	0.00368566	0.00828318	0.0526214	0.0521649	0.0395282	0.0647239	0.0878686	0.0177269	0.0148061	0.01293	0.0422387	0.0026791	0.0266712	0.0319195	0.0198845	0.0477315	0.010897	0.00317703	0.00840718	0.0521626	0.0198845	0.00149798	0.0271278	0.00882711	0.0172719	0.0253367	0.00214897	0.00174143	0.0084804	0.00577422	0.00100521	0.0289259	0.0113355	0.0121768	0.00660544	0.0222631	0.00501919	0.0243919	0.00221269	0.0201273	0.00100701	0.00110376	0.00166801	0.0192596	0.00229298	0.0032752	0.00101201	0.0116519	0.00100692	0.00994792	0.00101203	0.00100548	0.00329346	0.00567396	0.00381971	0.00100695	0.00628604	0.00105744	0.000978872	0.0121824	0.00100542	0.00985681	0.00106867	0.00221719	0.00101024	0.00100676	0.00852219	0.0118097	0.00100632	0.00100701	0.00101026	0.00100676	0.00101031	0.00473202	0.001	0.00283795	0.00100694	0.00103076	0.00102088	0.00100767	0.00101033	0.00100265	0.00100619	0.000991439	0.00101228	
6000	-29605.7	-388.595	5.2064	0.125617	0.150351	0.00352006	0.000341905	0.000124532	0.000341314	0.00044733	0.0042746	0.000352049	0.000405614	0.000342831	0.000411108	0.0004164	0.000338508	0.000771802	0.00224402	0.00051505	0.00510635	0.000990638	0.000552582	0.0198646	0.0181622	0.000993745	0.000761273	0.000990739	0.00310612	0.000897949	0.00568585	0.000525634	0.000510802	0.000625017	0.000772072	0.000630078	0.00100493	0.000903806	0.000804466	0.00100504	0.00098615	0.00874934	0.00100546	0.000985928	0.00274643	0.0290935	0.000911488	0.0010051	0.000977582	0.00730422	0.000586449	0.0416271	0.00053046	0.0194144	0.000771802	0.000768296	0.000978679	0.00195561	0.00322292	0.00202772	0.00265232	0.000754048	0.000541097	0.000997755	0.000990724	0.000978652	0.000977603	0.000985936	0.065603	0.0319905	0.000910404	0.00243473	0.000893372	0.00267901	0.0143282	0.000787252	0.000889848	0.0086006	0.0197088	0.0079305	0.0510038	0.00190298	0.0290408	0.0403027	0.128803	0.0252899	0.000761283	0.154287	0.0828518	0.0456647	0.0357639	0.0147128	0.0104626	0.00912844	0.00369132	0.00829589	0.0527022	0.052245	0.0395889	0.0648233	0.0880034	0.0177541	0.0148289	0.0129498	0.0423035	0.00268322	0.0267121	0.0319685	0.019915	0.0478047	0.0109137	0.0031819	0.00842009	0.0522427	0.019915	0.0010004	0.0271694	0.00884066	0.0172984	0.0253756	0.00215227	0.0017441	0.00849341	0.00578308	0.00100676	0.0289703	0.0113529	0.0121955	0.00661558	0.0222972	0.00502689	0.0244294	0.00221608	0.0201582	0.00100856	0.00100135	0.00167056	0.0192892	0.0022965	0.00328022	0.00101356	0.0116697	0.00100846	0.00996319	0.00101358	0.001	0.00329851	0.00568267	0.00347221	0.00100849	0.00629568	0.00105906	0.000980374	0.0122011	0.00100696	0.00987193	0.00100146	0.00222059	0.00101179	0.00100135	0.00853527	0.0118278	0.00100786	0.00100855	0.00100039	0.00100153	0.00101186	0.00473928	0.00100153	0.00239848	0.00100849	0.00100001	0.00102244	0.00100922	0.00101188	0.00100419	0.00100774	0.00099296	0.00101383	
6100	-29578	-388.385	5.23938	0.125617	0.150351	0.00340252	0.000330489	0.000120374	0.000329918	0.000432394	0.00413187	0.000340294	0.000392071	0.000331384	0.000397381	0.000402497	0.000327206	0.000746031	0.00216909	0.000497852	0.00493585	0.000957561	0.000534131	0.0192014	0.0175558	0.000960564	0.000735854	0.000957658	0.00300241	0.000867966	0.005496	0.000508084	0.000493746	0.000604147	0.000746293	0.00060904	0.000971378	0.000873628	0.000777605	0.000971481	0.00096683	0.0084572	0.000966825	0.000953008	0.00265472	0.0281221	0.000881054	0.000971542	0.000944941	0.00706034	0.000566868	0.040202	0.000512748	0.0187662	0.000746032	0.000742643	0.000946001	0.00189031	0.00311531	0.00196001	0.00256376	0.00072887	0.00052303	0.000964441	0.000957644	0.000945975	0.000944961	0.000953016	0.0634125	0.0309223	0.000880006	0.00235344	0.000863543	0.00258956	0.0138498	0.001	0.000860136	0.00831343	0.0190508	0.00766571	0.0493008	0.00183944	0.0280712	0.0396429	0.124502	0.0244455	0.000735864	0.149136	0.112577	0.04414	0.0345698	0.0142215	0.0101133	0.00882364	0.00369492	0.00830398	0.0527536	0.0522959	0.0396275	0.0648865	0.0880892	0.0177714	0.0148433	0.0129625	0.0423448	0.00268583	0.0267382	0.0319997	0.0199344	0.0478513	0.0109244	0.00318501	0.00842829	0.0522936	0.0199344	0.00100138	0.0271959	0.00884928	0.0173153	0.0254003	0.00215436	0.0017458	0.00850169	0.00578872	0.00100774	0.0289986	0.011364	0.0122074	0.00662203	0.022319	0.00503179	0.0244532	0.00221824	0.0201779	0.00100954	0.00100233	0.00167219	0.019308	0.00229874	0.00328342	0.00101455	0.0116811	0.00100944	0.00903993	0.00101457	0.00100097	0.00330173	0.00568821	0.00347559	0.00100947	0.00630182	0.00106009	0.00098133	0.012213	0.001	0.00988156	0.00100244	0.00222276	0.00100096	0.00100232	0.00854359	0.0118393	0.00100884	0.00100954	0.00100137	0.0010025	0.00100095	0.0047439	0.00100251	0.00240082	0.00100947	0.00100098	0.00102344	0.00100001	0.00101287	0.00100517	0.00100872	0.000993928	0.00101482	
6200	-29577.6	-392.4	5.64083	0.125617	0.150351	0.00339738	0.00032999	0.000120192	0.000329419	0.00043174	0.00412563	0.00033978	0.000391478	0.000330884	0.000396781	0.000401889	0.000326711	0.000744904	0.00216581	0.0004971	0.0049284	0.000956114	0.000533324	0.0191723	0.0175292	0.000959113	0.000734743	0.00208255	0.00299788	0.000866655	0.0054877	0.000507316	0.000493	0.000603235	0.000745165	0.00060812	0.00096991	0.000872309	0.00077643	0.000998619	0.000965369	0.00844443	0.000965364	0.000951569	0.00265071	0.0280796	0.00113443	0.000970074	0.000943513	0.00704967	0.000566011	0.0401413	0.000511973	0.0187378	0.000744905	0.000741521	0.000944572	0.00188745	0.0031106	0.00195705	0.00255988	0.000727769	0.00052224	0.000962984	0.000956197	0.00099859	0.000943534	0.000998536	0.0633168	0.0308756	0.000878676	0.00234988	0.000862239	0.00258565	0.0138289	0.000998489	0.000858837	0.00830087	0.019022	0.00765413	0.0492263	0.00183666	0.0280288	0.039583	0.124314	0.0244086	0.000734753	0.14891	0.112407	0.0440733	0.0345175	0.0142001	0.010098	0.00881031	0.00368183	0.00827456	0.0525667	0.0521107	0.0394871	0.0646566	0.0877772	0.0177085	0.0147907	0.0129166	0.0421948	0.00267632	0.0266435	0.0318863	0.0204472	0.0476818	0.0108857	0.0033636	0.00839844	0.0521084	0.0198638	0.000997832	0.0270996	0.00881793	0.0172539	0.0253104	0.00214673	0.00173962	0.00847157	0.00576822	0.00100417	0.0331616	0.0113237	0.0121641	0.00659857	0.0222399	0.00501397	0.0243666	0.00221039	0.0201064	0.00100597	0.000998781	0.00166627	0.0192396	0.0022906	0.00327179	0.00101096	0.0116397	0.00100587	0.00900791	0.00101097	0.000997429	0.00329003	0.00566806	0.00346328	0.0010059	0.0062795	0.000996385	0.000977854	0.0121697	0.000996458	0.00984656	0.000998884	0.00221488	0.000997417	0.000998774	0.00712161	0.0117974	0.000996376	0.00100596	0.000997821	0.000998953	0.000997406	0.0047271	0.00099896	0.00239231	0.0010059	0.000997436	0.000996353	0.000996466	0.000996445	0.00100161	0.00100514	0.000990407	0.00101122	
6300	-29533.6	-392.04	5.64083	0.125617	0.150351	0.00335534	0.000325906	0.000118704	0.000325342	0.000426397	0.00407457	0.000335574	0.000386633	0.000326788	0.00039187	0.000396914	0.000322668	0.000735685	0.00213901	0.000490948	0.0048674	0.000944281	0.000526723	0.0189351	0.0456348	0.000947242	0.000725649	0.00205677	0.00296077	0.000855929	0.00541978	0.000501037	0.000486898	0.000595769	0.000735943	0.000600593	0.000957906	0.000861512	0.000766821	0.000986259	0.000953421	0.00833991	0.000953416	0.000939791	0.00261791	0.0277321	0.00112039	0.001	0.000931835	0.00696242	0.000559006	0.0396445	0.000505636	0.0185059	0.000735685	0.000732343	0.000932881	0.00186409	0.0030721	0.00193283	0.0025282	0.000718762	0.000515776	0.000999806	0.000982054	0.000986231	0.000931856	0.000986178	0.0625331	0.0304935	0.000867801	0.0023208	0.000999758	0.00255365	0.0136577	0.000986131	0.000999958	0.00819813	0.0187866	0.00755939	0.048617	0.00181393	0.0276818	0.0390931	0.122776	0.0241065	0.000725659	0.147067	0.111015	0.0435278	0.0340903	0.00325734	0.00997302	0.00309431	0.00368406	0.00827959	0.0525986	0.0521423	0.0395111	0.0646959	0.0878305	0.0177192	0.0147997	0.0129244	0.0422204	0.00267794	0.0266596	0.0319057	0.0204596	0.0471363	0.0108923	0.00336564	0.00840354	0.05214	0.0198759	0.000998438	0.027116	0.00882328	0.0172644	0.0253257	0.00214804	0.00174067	0.00847672	0.00577172	0.00100478	0.0331817	0.0113306	0.0121715	0.00660258	0.0222534	0.00501701	0.0243814	0.00221173	0.0201186	0.00100658	0.000999387	0.00166728	0.0192513	0.00229199	0.00327378	0.001	0.0116468	0.0010006	0.00901338	0.00101159	0.000998035	0.00329203	0.0056715	0.00346539	0.0010006	0.00628331	0.00099699	0.000978447	0.0121771	0.000997063	0.00985253	0.000999491	0.00221623	0.000998023	0.00100002	0.00712593	0.0118046	0.000996981	0.00100657	0.00100001	0.000999559	0.000998011	0.00472997	0.001	0.00239376	0.00100651	0.000998042	0.000996958	0.000997071	0.00099705	0.00100222	0.00100576	0.000991009	0.00100001	
