Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[10-10]	R[10-11]	R[10-12]	R[11-11]	R[11-12]	R[12-12]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	
16400	-30226.6	-451.802	4.73483	0.151162	0.180922	0.00519966	0.000458975	0.000308508	0.00091917	0.000323373	0.000334389	0.000323462	0.000705546	0.00338948	0.00030584	0.00031965	0.000971957	0.0262411	0.000866478	0.019761	0.00260902	0.00091393	0.0189462	0.0763132	0.000672661	0.000943146	0.000894508	0.00631265	0.0049158	0.000861549	0.000509595	0.000947019	0.000446864	0.000959223	0.000334374	0.000847911	0.000641517	0.00102364	0.0402859	0.000913887	0.012904	0.0230108	0.000962155	0.000965207	0.00098769	0.000924737	0.00150717	0.0843411	0.0136524	0.0249943	0.00521442	0.00062957	0.000861326	0.000866594	0.000945301	0.0693111	0.0111931	0.0313025	0.001	0.000947017	0.00736429	0.000894477	0.0695196	0.0182967	0.000999989	0.000943109	0.036193	0.0578402	0.000989326	0.000861339	0.000947034	0.0206131	0.00386005	0.00100194	0.000924765	0.00135171	0.0483275	0.144873	0.00875434	0.0480607	0.000924801	0.0192177	0.00577777	0.00386855	0.0660466	0.0464474	0.0403895	0.0621801	0.092984	0.0182312	0.0391172	0.00255274	0.0106554	0.00100577	0.0202724	0.0173917	0.0481464	0.0222203	0.0508267	0.00268866	0.044868	0.00578544	0.0280606	0.00800324	0.0222264	0.00977769	0.00916069	0.00100011	0.0211143	0.00100838	0.0367556	0.0030189	0.00206628	0.00277238	0.0150299	0.0077199	0.00100521	0.00101078	0.0288137	0.00934216	0.00361152	0.0147914	0.00390662	0.0332338	0.00100301	0.0140838	0.00101219	0.00564204	0.000996327	0.00101215	0.0260563	0.00169322	0.00100469	0.0143055	0.00100429	0.00320139	0.00100576	0.00301919	0.00100645	0.00100342	0.00359041	0.00100299	0.00171907	0.0116975	0.000996792	0.00100837	0.0010051	0.00298597	0.000998243	0.00100343	0.00679835	0.00229299	0.000999249	0.00100736	0.000999248	0.00100516	0.0052105	0.00100343	0.00370689	0.00101237	0.001003	0.000997868	0.00100302	0.00100521	0.00101299	0.0010051	0.00100008	0.000994246	
16500	-30231.5	-450.206	4.57527	0.151162	0.180922	0.00510119	0.000450283	0.000302666	0.000901762	0.000317249	0.000328056	0.000317337	0.000692184	0.00332529	0.000300048	0.000313596	0.00095355	0.0380371	0.000850069	0.0193867	0.00255961	0.000980798	0.0185874	0.074868	0.000659922	0.001	0.000877568	0.0061931	0.00482271	0.000845233	0.000499944	0.000999833	0.000438401	0.000941057	0.000328042	0.000831853	0.000629367	0.00100425	0.039523	0.00089658	0.0126596	0.0225751	0.000943934	0.000993137	0.000968985	0.000980703	0.00147863	0.0827439	0.0133939	0.0245209	0.00511567	0.000617647	0.000845015	0.000850182	0.00098063	0.0679985	0.0109811	0.0307097	0.000981062	0.000929083	0.00722482	0.000877537	0.068203	0.0179502	0.000981051	0.000925248	0.0355076	0.0567448	0.000980713	0.000845027	0.000929099	0.0197375	0.00378695	0.000982966	0.000999925	0.00132611	0.0474122	0.142129	0.00858855	0.0471505	0.000907287	0.0254788	0.0057779	0.00386863	0.0660481	0.0464484	0.0403903	0.0621814	0.092986	0.0182316	0.039118	0.00255279	0.0106556	0.001	0.0202728	0.0173921	0.0481474	0.0222208	0.0508278	0.00268872	0.044869	0.00578556	0.0280612	0.00800341	0.0222269	0.0097779	0.00916088	0.00100002	0.0211147	0.00100841	0.0367563	0.00301896	0.00206633	0.00277243	0.0150303	0.00772007	0.00100001	0.00100001	0.0288143	0.00934236	0.0036116	0.0147917	0.00390671	0.0332345	0.00100303	0.0140841	0.00101221	0.00564216	0.000996349	0.00101217	0.0260569	0.00169326	0.00100471	0.0143058	0.00100431	0.00320146	0.00100579	0.00301925	0.00100648	0.00100344	0.00359049	0.00100301	0.00171911	0.0116977	0.000996814	0.0010084	0.00100512	0.00298603	0.000998264	0.00100345	0.0067985	0.00229304	0.00099927	0.00100738	0.000999269	0.00100518	0.00521061	0.00100345	0.00370697	0.00101239	0.00100302	0.000997889	0.00100304	0.00100002	0.00101301	0.00100512	0.0010001	0.00100002	
16600	-30237.3	-451.115	4.73322	0.147291	0.176289	0.00501815	0.000442954	0.000297739	0.000887084	0.000312085	0.000322717	0.000312171	0.000680918	0.00327116	0.000295164	0.000308492	0.000938029	0.0374179	0.000836232	0.0190712	0.00251794	0.000964833	0.0182848	0.0736494	0.000649181	0.000983723	0.000995132	0.00609229	0.00474421	0.000831475	0.000491807	0.000983558	0.000431265	0.000925739	0.000322702	0.000818313	0.000619123	0.000987908	0.0388797	0.000881986	0.0124535	0.0222076	0.000928569	0.000976971	0.000953212	0.00096474	0.00145456	0.081397	0.0131759	0.0241218	0.0050324	0.000607594	0.000994916	0.000994752	0.000964668	0.0718544	0.0108024	0.0302098	0.000965093	0.00091396	0.00710722	0.000863254	0.0670929	0.017658	0.000965083	0.000995001	0.0349297	0.0558212	0.00096475	0.000831272	0.000913976	0.0194163	0.00372531	0.000966966	0.000983649	0.00130453	0.0466405	0.144683	0.00844875	0.0522911	0.000892519	0.0250641	0.00577793	0.00386865	0.0660484	0.0464487	0.0403905	0.0621817	0.0929865	0.0182317	0.0391182	0.00255281	0.0106557	0.001	0.0202729	0.0173922	0.0481476	0.0222209	0.0508281	0.00268873	0.0448692	0.00578559	0.0280613	0.00800346	0.022227	0.00977795	0.00916093	0.00100002	0.0211148	0.00100841	0.0367565	0.00301898	0.00206634	0.00277245	0.0150303	0.00772011	0.00100002	0.00100001	0.0288145	0.00934241	0.00361162	0.0147918	0.00390673	0.0332346	0.00100303	0.0140842	0.00101221	0.00564219	0.000996354	0.00101217	0.026057	0.00169327	0.00100472	0.0143059	0.00100432	0.00320147	0.00100579	0.00301927	0.00100648	0.00100345	0.00359051	0.00100301	0.00171912	0.0116978	0.000996819	0.0010084	0.00100512	0.00298605	0.00099827	0.00100345	0.00679854	0.00229306	0.000999276	0.000999998	0.000999274	0.00100518	0.00521064	0.00100345	0.00370699	0.0010124	0.00100303	0.001	0.00100304	0.000999998	0.00101302	0.00100512	0.00100011	0.00100002	
16700	-30248	-451.474	4.73322	0.147291	0.176289	0.00505201	0.000445942	0.000299748	0.000893069	0.000314191	0.000324894	0.000314277	0.000685511	0.00329323	0.000297155	0.000310573	0.000944357	0.0376704	0.000841874	0.0191998	0.00253493	0.00286818	0.0184082	0.0741463	0.00065356	0.001	0.00100185	0.0061334	0.00477622	0.000837085	0.000495125	0.000998002	0.000434174	0.000931985	0.00032488	0.000823834	0.0006233	0.000994573	0.039142	0.000887937	0.0125375	0.0223574	0.00099999	0.000983563	0.000997967	0.000997994	0.00146437	0.0819462	0.0132648	0.0242845	0.00506635	0.000611693	0.00100163	0.00100146	0.000971176	0.0723392	0.0108753	0.0304136	0.000971604	0.000920126	0.00715517	0.000869078	0.0675455	0.0102575	0.000998028	0.00100675	0.0351653	0.0561978	0.000971259	0.00083688	0.000920142	0.0195472	0.00375044	0.000973489	0.000990286	0.00131333	0.0469552	0.145659	0.00720302	0.0526438	0.00089854	0.0252332	0.005778	0.0038687	0.0660492	0.0464493	0.040391	0.0621825	0.0929877	0.0182319	0.0391187	0.00255284	0.0106558	0.00100001	0.0202732	0.0173924	0.0481483	0.0222212	0.0508287	0.00268877	0.0448698	0.00578566	0.0280617	0.00800356	0.0222273	0.00977808	0.00916105	0.00100003	0.0211151	0.00100842	0.036757	0.00301902	0.00206637	0.00277248	0.0150305	0.00772021	0.00100001	0.00100002	0.0288148	0.00934252	0.00361166	0.0147919	0.00390678	0.0332351	0.00100304	0.0140844	0.00101223	0.00564226	0.000996367	0.00101219	0.0260573	0.00169329	0.001	0.0143061	0.00100433	0.00320151	0.0010058	0.00301931	0.00100649	0.00100346	0.00359055	0.00100303	0.00171914	0.0116979	0.000996832	0.00100841	0.00100001	0.00298608	0.000998282	0.00100347	0.00679862	0.00229308	0.000999288	0.00100001	0.00100001	0.0010052	0.0052107	0.001	0.00370703	0.00101241	0.00100304	0.00100001	0.00100306	0.00100001	0.00101303	0.00100514	0.00100012	0.00100003	
16800	-30241.7	-451.238	4.70956	0.147291	0.176289	0.00480868	0.000424463	0.00028531	0.000850054	0.000299058	0.000309245	0.00029914	0.000652493	0.00313461	0.000282843	0.000295614	0.000898872	0.035856	0.000801325	0.0182751	0.00241284	0.00511903	0.0197549	0.070575	0.000622081	0.000995378	0.000953592	0.00583798	0.00454617	0.000796766	0.000471277	0.000949933	0.000413262	0.000887095	0.000309232	0.000995733	0.000593278	0.000946669	0.0372567	0.000845169	0.0119337	0.0212806	0.000951825	0.000936189	0.0009499	0.000949925	0.000995334	0.121615	0.0126258	0.0231149	0.00482233	0.00058223	0.000953384	0.000953227	0.000995521	0.0688549	0.0103514	0.0289487	0.000924806	0.000875807	0.00681054	0.000827218	0.0642922	0.00976341	0.000949958	0.000958261	0.0334716	0.053491	0.000924478	0.000796571	0.000875823	0.0186057	0.0035698	0.000926601	0.000942588	0.00125007	0.0446935	0.138643	0.00685609	0.0501082	0.000855261	0.0240178	0.00579854	0.00388245	0.0627438	0.0466144	0.0405346	0.0624036	0.0933183	0.0182967	0.0392578	0.00256192	0.0106937	0.00100357	0.0203453	0.0174543	0.0483194	0.0223002	0.0510095	0.00269833	0.0450293	0.00580623	0.0281615	0.00803201	0.0223063	0.00981284	0.00919362	0.00100359	0.0211902	0.00101201	0.0368877	0.00302975	0.00207371	0.00278234	0.015084	0.00774765	0.00100356	0.00100358	0.0289173	0.00937574	0.0036245	0.0148445	0.00392067	0.0333532	0.00100661	0.0141345	0.00101583	0.00566232	0.000999909	0.00101578	0.02615	0.00169931	0.00100356	0.014357	0.001	0.0032129	0.00100938	0.00303004	0.00101007	0.00100703	0.00360332	0.00100659	0.00172525	0.0117395	0.00100038	0.001012	0.00100001	0.0029967	0.00100183	0.00100703	0.00682279	0.00230124	0.00100284	0.00100357	0.00100357	0.00100877	0.00522923	0.00100356	0.00372021	0.00101601	0.00100661	0.00100357	0.00100662	0.00100001	0.00101663	0.00100871	0.00100368	0.00100359	
16900	-30233.1	-452.566	4.83144	0.147224	0.176356	0.00451817	0.00039882	0.000268074	0.000798699	0.000280991	0.000290563	0.000281068	0.000613074	0.00294524	0.000265755	0.000277755	0.000844568	0.058632	0.000752914	0.017171	0.00226707	0.00480977	0.0185614	0.0663113	0.000584499	0.000935243	0.000895982	0.00548528	0.00427152	0.000748631	0.000442805	0.000892544	0.000388296	0.000833502	0.00029055	0.000935577	0.000557436	0.000889477	0.0350059	0.000794109	0.0112127	0.0199949	0.000894322	0.000937366	0.000892513	0.000892537	0.000935202	0.114267	0.0118631	0.0217184	0.004531	0.000547056	0.000937308	0.000895639	0.000935378	0.0646951	0.00972607	0.0241392	0.000868935	0.000822897	0.00639909	0.000777243	0.060408	0.00917357	0.000892567	0.000900369	0.0314494	0.0502594	0.000868627	0.000748448	0.000822911	0.0174817	0.00409527	0.000870621	0.000885643	0.00117455	0.0796851	0.130267	0.00644189	0.047081	0.000803592	0.0225668	0.00578813	0.00387548	0.0626311	0.0465307	0.0404619	0.0622915	0.0931507	0.0182639	0.0391873	0.00255732	0.0106745	0.000998767	0.0203087	0.0174229	0.0482327	0.0222602	0.0509179	0.00269348	0.0449484	0.00579581	0.0293657	0.00801759	0.0222662	0.00979522	0.00917711	0.00100179	0.0211521	0.00101019	0.0368214	0.00302431	0.00206999	0.00277734	0.0150569	0.00773374	0.00100176	0.00100178	0.0288653	0.0093589	0.00361799	0.0148179	0.00391362	0.0332933	0.0010048	0.0141091	0.001014	0.00565215	0.000998749	0.000998752	0.026103	0.00169626	0.00100176	0.0143312	0.000998204	0.00320713	0.00100757	0.00359746	0.00100826	0.00100522	0.00359685	0.001	0.00172215	0.0117184	0.000998579	0.00101018	0.000998212	0.00299132	0.00100003	0.000998197	0.00681054	0.0022971	0.00100104	0.00100176	0.00100177	0.00100696	0.00521984	0.00100175	0.00371353	0.00101419	0.0010048	0.000998749	0.00100482	0.00099875	0.00101481	0.0010069	0.00100188	0.00100179	
17000	-30209.2	-452.03	4.83144	0.146428	0.175402	0.00450486	0.000397645	0.000267284	0.000796347	0.000280163	0.000289707	0.00028024	0.000611268	0.00293656	0.000264972	0.000276937	0.00084208	0.0584593	0.000750696	0.0171204	0.00226039	0.00479561	0.0185067	0.0687739	0.000582778	0.000932489	0.000893343	0.00546913	0.00425894	0.000746426	0.000441501	0.000889915	0.000387152	0.000831048	0.000289694	0.000932821	0.000555795	0.000997342	0.0349028	0.00079177	0.0111797	0.019936	0.000891688	0.000934605	0.000889884	0.000889908	0.000932448	0.113931	0.0118281	0.0216544	0.00451765	0.000545444	0.000934548	0.000893001	0.000932623	0.0645046	0.00969743	0.0240681	0.000866376	0.000997232	0.00638024	0.000774954	0.0602301	0.00914655	0.000889939	0.000897717	0.0313568	0.0501114	0.000866068	0.000746243	0.000820488	0.0174302	0.00408321	0.000868057	0.000883034	0.00117109	0.0794504	0.129884	0.00642291	0.0469423	0.000801225	0.0225003	0.00578934	0.00387629	0.0626442	0.0465404	0.0404703	0.0623045	0.0931701	0.0182677	0.0391955	0.00255785	0.0106767	0.000998976	0.020313	0.0174266	0.0482427	0.0222648	0.0509285	0.00269404	0.0449578	0.00579702	0.0293718	0.00801926	0.0222709	0.00979727	0.00917902	0.001002	0.0211565	0.0010104	0.0368291	0.00302494	0.00207042	0.00277793	0.01506	0.00773536	0.00100197	0.001	0.0288714	0.00936086	0.00361875	0.014821	0.00391444	0.0333003	0.00100501	0.014112	0.00101421	0.00565333	0.000998958	0.000998961	0.0261085	0.00169661	0.001	0.0143342	0.000998413	0.0032078	0.00100778	0.00359821	0.00100002	0.00100001	0.0035976	0.00100021	0.00172251	0.0117209	0.001	0.00101039	0.000998421	0.00299194	0.00100024	0.001	0.00681196	0.00211756	0.00100125	0.001	0.00100198	0.001	0.00522093	0.00100196	0.00371431	0.0010144	0.00100501	0.000998958	0.0010002	0.000998959	0.00101502	0.00100711	0.00100208	0.001002	
17100	-30182.6	-451.669	4.83144	0.146428	0.175402	0.00447292	0.000394826	0.000265389	0.000790701	0.000278177	0.000287653	0.000278253	0.000606935	0.00291574	0.000263094	0.000274974	0.00083611	0.0580449	0.000745374	0.0169991	0.00224437	0.00476161	0.0183755	0.0682864	0.000578646	0.000925878	0.00088701	0.00543036	0.00422874	0.000741134	0.000438371	0.001	0.000384407	0.000825156	0.00028764	0.000926208	0.000551854	0.000990272	0.0346553	0.000786157	0.0111004	0.0176237	0.000885367	0.00092798	0.000883576	0.000883599	0.000925838	0.113123	0.0117443	0.0215009	0.00448562	0.000541578	0.000990765	0.000886671	0.000926012	0.0640473	0.00536705	0.0238975	0.000992873	0.000990162	0.0195197	0.00076946	0.0598031	0.0090817	0.00088363	0.000891353	0.0311345	0.0497561	0.000859929	0.000740953	0.000814671	0.0173066	0.00405426	0.000861903	0.000876774	0.000992741	0.0788871	0.128963	0.00637738	0.0466096	0.000990961	0.0223408	0.00579746	0.00388173	0.0627321	0.0466057	0.0405271	0.062392	0.0933009	0.0182933	0.0392505	0.00256144	0.0106917	0.00100038	0.0203415	0.017451	0.0483104	0.022296	0.051	0.00269783	0.0450209	0.00730172	0.029413	0.00516557	0.0223021	0.00981102	0.00919191	0.0010034	0.0211862	0.00101182	0.0368808	0.00302919	0.00207333	0.00278182	0.0150812	0.00774621	0.00100338	0.0010014	0.0289119	0.00937399	0.00362383	0.0148418	0.00391994	0.033347	0.00100642	0.0141318	0.00101564	0.00566126	0.00100036	0.0010014	0.0261451	0.00169899	0.00100141	0.0143543	0.000999814	0.0032123	0.00100919	0.00360326	0.000998532	0.00100141	0.00360265	0.00100161	0.00172493	0.0117373	0.00100141	0.00100002	0.000999822	0.00299614	0.00100164	0.00100141	0.00682152	0.00212053	0.00100265	0.0010014	0.00100338	0.00100141	0.00522825	0.000998535	0.00371952	0.00101582	0.00100642	0.00100036	0.00100161	0.00100036	0.001	0.00100852	0.00100349	0.0010034	
17200	-30176	-448.767	4.59121	0.14662	0.175633	0.00445649	0.000393375	0.000264414	0.000787796	0.000277155	0.000286596	0.000277231	0.000604705	0.00290503	0.000262127	0.000273963	0.000833038	0.0578316	0.000742636	0.0169366	0.00223612	0.00474411	0.018308	0.0680355	0.00057652	0.000922476	0.000883751	0.0054104	0.00421321	0.000738411	0.00043676	0.000996326	0.000382995	0.000822124	0.000286583	0.000922805	0.000549827	0.000986633	0.0374231	0.000996872	0.0110596	0.0175589	0.000882114	0.00092457	0.000880329	0.000880353	0.000922436	0.112708	0.0117011	0.0214219	0.00446914	0.000539588	0.000987125	0.000883413	0.000996399	0.063812	0.00534733	0.0238096	0.000989225	0.000986524	0.019448	0.001	0.0595834	0.00904834	0.000880383	0.000888078	0.0310201	0.0495733	0.000856769	0.000996658	0.000811677	0.0172431	0.00403936	0.000858736	0.000873553	0.000989093	0.0785973	0.128489	0.00635395	0.0464383	0.000987319	0.0222587	0.00582312	0.00389891	0.0630098	0.046812	0.0407065	0.0626681	0.0937138	0.0183743	0.0394242	0.00257278	0.010739	0.00100002	0.0160382	0.0175282	0.0485243	0.0223947	0.0512257	0.00270977	0.0452202	0.00733404	0.0295432	0.00518843	0.0224009	0.00985444	0.00923259	0.00100784	0.02128	0.0010163	0.0370441	0.0030426	0.0020825	0.00279414	0.0151479	0.0077805	0.00100782	0.00100584	0.0290398	0.00941548	0.00363987	0.0149075	0.00393729	0.0334946	0.00101088	0.0141944	0.00102013	0.00568632	0.00100001	0.00100584	0.0262608	0.00170651	0.00100003	0.0144178	0.00100424	0.00322652	0.00101366	0.00361921	0.00100295	0.00100001	0.00361859	0.00100605	0.00173256	0.0117893	0.001	0.00100444	0.00100425	0.0030094	0.00100608	0.00100002	0.00685172	0.00212991	0.00100709	0.00100584	0.00100782	0.00100584	0.0052514	0.00100295	0.00373598	0.00102032	0.00101087	0.00100479	0.00100604	0.00100479	0.00100443	0.00101299	0.00100793	0.00100784	
17300	-30179.4	-448.745	4.59121	0.146668	0.175585	0.00457854	0.000404149	0.000271656	0.000809371	0.000284745	0.000294445	0.000284824	0.000621266	0.00298459	0.000269306	0.000281467	0.000855853	0.0594155	0.000762974	0.0174004	0.00229736	0.00487404	0.0188094	0.0698988	0.000592309	0.00094774	0.000907954	0.00555858	0.00432859	0.000758634	0.000448722	0.00102361	0.000393484	0.00084464	0.000294432	0.000948078	0.000564885	0.00101365	0.038448	0.00102417	0.0113625	0.0180398	0.000906272	0.000949891	0.000904439	0.000904463	0.000947699	0.115794	0.0120216	0.0220086	0.00459154	0.000554365	0.00101416	0.000907607	0.00102739	0.0655596	0.00549378	0.0244617	0.00101632	0.00101354	0.0132328	0.00102739	0.0612152	0.00929614	0.000904494	0.0009124	0.0318696	0.050931	0.00100002	0.001	0.000833907	0.0177153	0.00414999	0.000882255	0.000897477	0.00101618	0.0807498	0.132008	0.00652796	0.0145964	0.00101436	0.0352433	0.00582334	0.00389906	0.0630122	0.0468138	0.040708	0.0626705	0.0937174	0.018375	0.0394257	0.00257287	0.0107394	0.001	0.0160388	0.0175289	0.0485261	0.0223956	0.0512276	0.00270987	0.0452219	0.00733431	0.0295443	0.00518863	0.0224017	0.00985481	0.00923294	0.00100788	0.0212808	0.00101634	0.0370455	0.00304271	0.00208258	0.00279424	0.0151485	0.00778079	0.00100003	0.00100587	0.0290409	0.00941584	0.00364	0.014908	0.00393743	0.0334959	0.00101092	0.0141949	0.00102017	0.00568654	0.00100004	0.00100587	0.0262618	0.00170658	0.00100006	0.0144184	0.00100428	0.00322664	0.0010137	0.00361935	0.00100299	0.00100005	0.00361873	0.00100608	0.00173263	0.0117897	0.00100004	0.00100448	0.00100429	0.00300952	0.00100612	0.00100006	0.00685198	0.00212999	0.00100713	0.00100587	0.00100002	0.00100588	0.00525159	0.00100299	0.00373613	0.00102036	0.00101091	0.001	0.00100608	0.001	0.001	0.00101302	0.001	0.00100788	
17400	-30194.7	-450.348	4.69755	0.146668	0.175585	0.00461183	0.000407088	0.000273631	0.000815257	0.000286816	0.000296586	0.000286895	0.000625784	0.0030063	0.000271265	0.000283513	0.00100742	0.0598475	0.000768523	0.017527	0.00231407	0.00490949	0.0189462	0.0704071	0.000596616	0.001	0.000914557	0.005599	0.00436007	0.000764151	0.000451985	0.00103106	0.000396345	0.000850782	0.000296573	0.000954973	0.000568993	0.00102103	0.0387276	0.00103162	0.0114452	0.018171	0.000912863	0.000956799	0.000911016	0.00091104	0.00095459	0.116636	0.012109	0.0221687	0.00462493	0.000558397	0.00102153	0.000914207	0.00103486	0.0660364	0.00719037	0.0246396	0.00102371	0.00102091	0.013329	0.00103486	0.0616604	0.00936375	0.000911072	0.000919035	0.0321014	0.0513014	0.0010073	0.00100727	0.000839971	0.0178441	0.00418017	0.000888671	0.000904003	0.00102357	0.0813371	0.132968	0.00657544	0.00558304	0.00102174	0.0354996	0.00580624	0.00388761	0.0628271	0.0542014	0.0405885	0.0624864	0.0934421	0.018321	0.0393099	0.00256532	0.0107079	0.000997063	0.0159917	0.0174774	0.0483836	0.0223298	0.0510772	0.00270191	0.0450891	0.00731277	0.0294576	0.00517339	0.0223359	0.00982587	0.00920582	0.00100492	0.0212183	0.00101335	0.0295472	0.00303377	0.00207646	0.00278603	0.015104	0.00775794	0.000997088	0.00100292	0.0289556	0.00938818	0.00641764	0.0148642	0.00392587	0.0333975	0.00100795	0.0141532	0.00101717	0.00566983	0.000997106	0.00100292	0.0261847	0.00170157	0.00100739	0.014376	0.00100133	0.00321716	0.00101072	0.00360872	0.000999997	0.000997111	0.0036081	0.00100313	0.00172754	0.0117551	0.000997101	0.00100153	0.00100134	0.00300068	0.00100316	0.000997122	0.00683185	0.00212374	0.00100417	0.00100292	0.000997081	0.00100292	0.00523617	0.00100005	0.00372515	0.00101736	0.00100794	0.000997068	0.00100312	0.001	0.000997063	0.00101005	0.000997068	0.00100492	
17500	-30179.3	-449.808	4.69755	0.146668	0.175585	0.00457593	0.000403919	0.000271501	0.000808911	0.000284583	0.000294278	0.000284662	0.000620912	0.00298289	0.000269153	0.000281306	0.000999575	0.0593817	0.00076254	0.0173905	0.00229605	0.00487127	0.0187987	0.069859	0.000591972	0.000992216	0.000907437	0.0089964	0.00432613	0.000758202	0.000448467	0.000995509	0.00039326	0.000844159	0.000294265	0.00100001	0.000564564	0.001	0.0384262	0.00102359	0.0113561	0.0180295	0.000905757	0.000949351	0.000903924	0.000903948	0.000995537	0.115728	0.0120148	0.0219961	0.00458893	0.00055405	0.00101358	0.000907091	0.00102681	0.0655223	0.0071344	0.0244478	0.00101574	0.000998936	0.0132252	0.0010268	0.0611804	0.00929085	0.000999961	0.00418485	0.0318515	0.050902	0.000999455	0.000999431	0.000833433	0.0177052	0.00414763	0.000881753	0.000896966	0.0010156	0.0807039	0.131933	0.00652425	0.00553958	0.00194205	0.0352233	0.00581532	0.00389369	0.0629254	0.0542862	0.040652	0.0625842	0.0935884	0.0183497	0.0393714	0.00256933	0.00918614	0.000998623	0.0160168	0.0175048	0.0484593	0.0223647	0.0511571	0.00270614	0.0451596	0.00732422	0.0295037	0.00518149	0.0223709	0.00984124	0.00922023	0.00100649	0.0212515	0.00101494	0.0295934	0.00303852	0.00207971	0.00279039	0.0151276	0.00777008	0.00100157	0.00100449	0.029001	0.00940288	0.00642769	0.0148875	0.00393201	0.0334498	0.00100153	0.0141754	0.00101877	0.00567871	0.001	0.00100449	0.0262257	0.00170423	0.00100896	0.0143985	0.00100289	0.00322219	0.0010123	0.00361436	0.00100156	0.000999997	0.00361375	0.00100156	0.00173024	0.0117735	0.000998661	0.00100154	0.0010029	0.00300537	0.00100154	0.000998682	0.00684254	0.00212706	0.00100574	0.00100449	0.000999999	0.00100449	0.00524436	0.00100161	0.00373098	0.00100155	0.00100952	0.000998628	0.00100469	0.00100156	0.000998623	0.00101163	0.000998628	0.00100649	
