Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[10-10]	R[10-11]	R[10-12]	R[11-11]	R[11-12]	R[12-12]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	
15100	-30305.6	-447.61	4.77633	0.14824	0.174489	0.00508505	0.000532872	0.000358179	0.000996964	0.000375438	0.000388227	0.000375541	0.000819142	0.0039352	0.000355081	0.000371115	0.000996964	0.030466	0.00099685	0.0229426	0.00302908	0.00100612	0.0195953	0.0886	0.000780962	0.00100612	0.00100031	0.0188097	0.0046873	0.00100026	0.000591642	0.000983656	0.00051881	0.00100609	0.00038821	0.000983933	0.000744803	0.00100033	0.0207373	0.00100029	0.0119464	0.0232236	0.00100002	0.00100617	0.000984384	0.000934061	0.00100607	0.0941479	0.014052	0.0290184	0.00106791	0.000730933	0.00100613	0.00100612	0.00100611	0.0871105	0.0182326	0.0181791	0.00100156	0.00998319	0.011175	0.00327185	0.074193	0.0165703	0.00100613	0.00101794	0.0448793	0.0684193	0.00100612	0.000985707	0.00101816	0.00772913	0.00448154	0.000820748	0.000996891	0.00100002	0.0492211	0.118092	0.00277182	0.0334604	0.00218114	0.00259359	0.00580275	0.00388527	0.0663322	0.0466483	0.0405641	0.0624489	0.0956622	0.0157074	0.0419344	0.00256378	0.0107015	0.001	0.0203601	0.0174669	0.0507459	0.0225967	0.0510465	0.00270029	0.0459621	0.00599343	0.0281819	0.00628472	0.0223225	0.00704745	0.0092003	0.00100135	0.0212056	0.00100143	0.0378253	0.00307407	0.0029524	0.00278436	0.0151582	0.00847592	0.00100256	0.000999812	0.0289383	0.00938255	0.00362714	0.0138891	0.00392351	0.0320759	0.00100328	0.0141447	0.000998551	0.00566643	0.0014268	0.00111355	0.0201289	0.00170055	0.00226266	0.0104046	0.00100238	0.00321523	0.000998749	0.00558595	0.00100219	0.000999844	0.00360594	0.000996688	0.0017265	0.0117481	0.0010011	0.000999336	0.001	0.00335272	0.00100256	0.000999372	0.00614953	0.00230291	0.00100219	0.000992792	0.000976768	0.00100135	0.00523303	0.00099901	0.00380261	0.000992808	0.000998543	0.00100218	0.00100143	0.000999025	0.001	0.000986083	0.000997573	0.000998545	
15200	-30258.4	-444.68	4.61379	0.14824	0.174489	0.00508496	0.000532862	0.000358173	0.000996946	0.000375431	0.00038822	0.000375534	0.000819127	0.00393513	0.000355075	0.000371108	0.000996946	0.0304655	0.000996832	0.0229422	0.00302903	0.00100611	0.0195949	0.0885984	0.000780948	0.0010061	0.00100029	0.0188094	0.00468722	0.00100024	0.000591631	0.000983639	0.000518801	0.00100608	0.000388203	0.000983916	0.00074479	0.00100032	0.0207369	0.00100027	0.0119461	0.0232232	0.001	0.00100615	0.000999992	0.000934044	0.00100605	0.0941463	0.0140517	0.0290179	0.00106789	0.00073092	0.000999986	0.0010061	0.00100609	0.087109	0.0182322	0.0181788	0.00100154	0.00998301	0.0111748	0.00327179	0.0741917	0.01657	0.000999976	0.00101792	0.0448785	0.0684181	0.00100611	0.001	0.00101814	0.00772899	0.00448146	0.000820733	0.000996874	0.001	0.0492202	0.11809	0.00277178	0.0334598	0.0021811	0.00259355	0.00578448	0.00387304	0.0661234	0.0465014	0.0404364	0.0622523	0.095361	0.0182524	0.0418023	0.00255571	0.0106678	0.000996851	0.0202959	0.0174119	0.0505862	0.0225255	0.0508858	0.00269179	0.0458174	0.00597456	0.0280932	0.00626494	0.0222522	0.00978905	0.00917133	0.000998193	0.0211388	0.00099828	0.0377062	0.00306439	0.00123065	0.0027756	0.0151104	0.00844923	0.000999405	0.000996664	0.0288472	0.00935301	0.00361572	0.0138454	0.00391116	0.0319749	0.00100012	0.0141002	0.000995407	0.00564859	0.000997485	0.00111005	0.0200655	0.00169519	0.00225554	0.0103718	0.000999224	0.00320511	0.000995604	0.00556836	0.000999032	0.000996696	0.00359458	0.000999622	0.00172107	0.0117111	0.000997951	0.00099619	0.000996856	0.00334217	0.000999403	0.000996225	0.00613017	0.00229566	0.000999036	0.000989667	0.000973693	0.000998195	0.00521655	0.000995864	0.00371119	0.000989682	0.000995399	0.000999027	0.00099828	0.000996856	0.000996854	0.000982978	0.000994432	0.000995401	
15300	-30255.2	-445.942	4.61379	0.152537	0.179547	0.00520456	0.000545396	0.000366598	0.001	0.000384262	0.000397352	0.000384368	0.000838395	0.00402769	0.000363427	0.000379837	0.0010204	0.0311821	0.00102028	0.0234818	0.00310027	0.00102977	0.0200559	0.0906824	0.000799318	0.00102976	0.00102382	0.0192518	0.00479747	0.00102377	0.000605548	0.00100678	0.000531004	0.00102706	0.000397335	0.00100706	0.000762309	0.00102706	0.0222608	0.00102432	0.0122271	0.0237694	0.00102352	0.00102982	0.00102351	0.000956015	0.00179096	0.0963608	0.0143823	0.0297005	0.00870267	0.000748113	0.00102351	0.00102977	0.00277317	0.0788189	0.0186611	0.0186064	0.0010251	0.0102178	0.0114376	0.00334875	0.0516638	0.0169598	0.0010235	0.00100001	0.0459342	0.0700274	0.00102977	0.00102352	0.00104209	0.00791079	0.00458687	0.000840039	0.00102032	0.00102432	0.0503779	0.120868	0.00283697	0.0342469	0.0022324	0.00265455	0.00577715	0.00386813	0.0660395	0.0464424	0.0403851	0.0621733	0.09524	0.0182292	0.0417493	0.00255246	0.0106543	0.000995587	0.0202702	0.0173899	0.050522	0.0224969	0.0508213	0.00268837	0.0457592	0.00596698	0.0280576	0.00625699	0.022224	0.00977664	0.0091597	0.000996927	0.021112	0.000997014	0.0376584	0.0042773	0.00122909	0.00277208	0.0150913	0.00843852	0.000998137	0.000998735	0.0288106	0.00934115	0.00361113	0.0138278	0.0039062	0.0319343	0.000998853	0.0140823	0.000994144	0.00564143	0.00099622	0.00110864	0.02004	0.00169304	0.00225268	0.0103587	0.000997957	0.00320104	0.000994341	0.0055613	0.001	0.000995432	0.00359003	0.000998354	0.00171888	0.0116962	0.000996685	0.000999979	0.000995591	0.00333793	0.000998135	0.000994962	0.00612239	0.00229275	0.000997769	0.000988411	0.000972458	0.000996929	0.00520993	0.000994601	0.00370649	0.000999963	0.000994136	0.00099776	0.000997013	0.000999968	0.000995589	0.000999998	0.000999974	0.000994139	
15400	-30217.4	-446.317	4.70027	0.152537	0.179547	0.00473977	0.000496689	0.000333858	0.000910694	0.000349945	0.000361866	0.000350041	0.000763521	0.00366799	0.000330971	0.000345916	0.000999938	0.0283973	0.000937677	0.0213847	0.0028234	0.000937807	0.0182647	0.0825839	0.000727934	0.001	0.000932388	0.0175325	0.00436903	0.000932343	0.000551469	0.000916865	0.000483583	0.000935337	0.00036185	0.000917584	0.00069423	0.00093534	0.0202728	0.000932846	0.0111352	0.0247127	0.000932115	0.000937669	0.000932108	0.000870637	0.00163101	0.0877552	0.0130978	0.0270481	0.00792547	0.000681302	0.000932102	0.000937802	0.00252551	0.0717799	0.0173217	0.0169447	0.00093355	0.00930532	0.0104162	0.00304969	0.0470499	0.0154452	0.00091757	0.000941101	0.041832	0.0637735	0.000937807	0.000932115	0.000949027	0.00720431	0.00417724	0.000765018	0.000929201	0.000932845	0.104645	0.130173	0.00947369	0.0311884	0.00203304	0.00241749	0.00578228	0.00387156	0.0660982	0.0464837	0.040421	0.0622286	0.0953246	0.0182454	0.0417864	0.00255473	0.0106637	0.000996471	0.0202882	0.0174053	0.0505669	0.0225169	0.0508664	0.00269076	0.044903	0.00597228	0.0280825	0.00626255	0.0222437	0.00978532	0.00916783	0.00100089	0.0211307	0.000997899	0.0376919	0.0042811	0.00123018	0.00277454	0.0151047	0.00844601	0.000999024	0.000999622	0.0288362	0.00934944	0.00361434	0.0138401	0.00390967	0.0319627	0.00099974	0.0140948	0.000995027	0.00564644	0.000997105	0.00110963	0.0200578	0.00169454	0.00225468	0.0103679	0.000998843	0.00320388	0.0010009	0.00556624	0.00100089	0.000996316	0.00359321	0.000999241	0.00172041	0.0117066	0.00099757	0.00100087	0.000996476	0.00334089	0.000999021	0.000995845	0.00612783	0.00229478	0.000998655	0.000989289	0.000973322	0.000997814	0.00521456	0.000995484	0.00370978	0.00100085	0.000995019	0.000998646	0.000997899	0.00100086	0.000996473	0.00100089	0.00100086	0.000995022	
15500	-30210.8	-443.064	4.35867	0.152537	0.179547	0.00464408	0.000486662	0.000327118	0.000892309	0.00034288	0.000354561	0.000342975	0.000748107	0.00359394	0.000324289	0.000338932	0.000979751	0.027824	0.000918747	0.020953	0.0027664	0.000918875	0.0200891	0.0809167	0.000713238	0.000979812	0.000913565	0.0171786	0.0044775	0.000913521	0.000540335	0.000898355	0.00047382	0.000916455	0.000354545	0.00089906	0.000680215	0.000916457	0.0427161	0.000914013	0.0109104	0.0242138	0.000913297	0.00098007	0.00091329	0.000986978	0.00159809	0.0859836	0.0128334	0.026502	0.00776547	0.000667548	0.000913284	0.000918869	0.00247453	0.0703308	0.016972	0.0233771	0.000914703	0.00911746	0.0102059	0.00298812	0.0461001	0.0151334	0.000899046	0.001	0.0409874	0.0503844	0.000918875	0.000913298	0.000929867	0.00705887	0.00409291	0.000749574	0.000910442	0.000914013	0.102533	0.127545	0.00928243	0.0305588	0.00199199	0.00236868	0.0057821	0.00387144	0.0660961	0.0464822	0.0404197	0.0622267	0.0953217	0.0182448	0.0417851	0.00255465	0.0106634	0.000996441	0.0202876	0.0174048	0.0505653	0.0225162	0.0508648	0.00269068	0.0449016	0.0059721	0.0280816	0.00626236	0.0222431	0.00978502	0.00916755	0.00100086	0.0211301	0.000997869	0.0376907	0.00428097	0.00123015	0.00277445	0.0151042	0.00844575	0.000998993	0.000999591	0.0288353	0.00934916	0.00361423	0.0138397	0.00390955	0.0319617	0.00099971	0.0140944	0.000994997	0.00564626	0.000997074	0.00110959	0.0200572	0.00169449	0.00225461	0.0103676	0.000999971	0.00320379	0.000999998	0.00556607	0.00100086	0.000996285	0.0035931	0.00099921	0.00172036	0.0117062	0.000997539	0.00100084	0.000996445	0.00334079	0.000998991	0.000995815	0.00612764	0.00229471	0.000999998	0.000989259	0.000999996	0.001	0.0052144	0.000995454	0.00370967	0.00100082	0.000994989	0.000998615	0.000997868	0.00100083	0.000996443	0.00100086	0.00100083	0.000994991	
15600	-30211.1	-449.878	5.02368	0.152537	0.179547	0.00476773	0.00049962	0.000335828	0.000916067	0.00035201	0.000364001	0.000352107	0.000768026	0.00368963	0.000332924	0.000347957	0.00100584	0.0285649	0.00094321	0.0215109	0.00284006	0.00094334	0.0206239	0.0830712	0.000732229	0.00102667	0.000937889	0.0176359	0.00459671	0.000937844	0.000554722	0.000922274	0.000486436	0.000999892	0.000363985	0.000922998	0.000698326	0.000940859	0.0438534	0.00093835	0.00639415	0.0248585	0.000937615	0.00100464	0.000999955	0.00101326	0.00164064	0.0882729	0.0131751	0.0272076	0.00797223	0.000685322	0.000937601	0.000943335	0.00254041	0.0722034	0.0174239	0.0239995	0.000939058	0.00936022	0.0104776	0.00306768	0.0473275	0.0155363	0.000922984	0.00102663	0.0420788	0.0517259	0.00094334	0.000937615	0.001	0.00724682	0.00420188	0.000769532	0.000934684	0.000938349	0.084277	0.130941	0.00952958	0.0313724	0.00102565	0.00243175	0.00578172	0.00387119	0.0660918	0.0464792	0.0404171	0.0622225	0.0953154	0.0182436	0.0417824	0.00255448	0.0106627	0.000996375	0.0202862	0.0174036	0.050562	0.0225147	0.0508615	0.0026905	0.0448987	0.00597171	0.0280798	0.00626194	0.0222416	0.00978437	0.00916695	0.00100079	0.0211287	0.000997803	0.0367807	0.00428068	0.00123007	0.00277427	0.0151032	0.00844519	0.000998927	0.000999525	0.0288334	0.00934854	0.00361399	0.0148015	0.00390929	0.0319596	0.000999644	0.0140935	0.000994931	0.00564589	0.000997008	0.00110952	0.0200559	0.00169438	0.00225446	0.0103669	0.000999905	0.00320357	0.000999932	0.0055657	0.00100079	0.00099622	0.00359287	0.000999144	0.00172024	0.0117055	0.000997474	0.00100077	0.000999031	0.00334057	0.000998925	0.000999938	0.00612724	0.00229456	0.000999932	0.000989194	0.00099993	0.000999934	0.00521406	0.000995388	0.00370942	0.000999029	0.000994923	0.000998549	0.000999996	0.00100076	0.001	0.00100079	0.00100077	0.000994926	
15700	-30242	-443.964	4.35077	0.152537	0.179547	0.005686	0.000501905	0.000337364	0.000920256	0.00035362	0.000365666	0.000353717	0.000771538	0.00370651	0.000334446	0.000349548	0.00101044	0.0286955	0.000947523	0.0216093	0.00285305	0.000999413	0.0207183	0.0834511	0.000735577	0.00103136	0.000942179	0.0177166	0.00461773	0.000942133	0.000557259	0.000926492	0.00048866	0.00100447	0.00036565	0.000927219	0.00070152	0.000945162	0.044054	0.000999366	0.00642339	0.0249722	0.000941903	0.00100923	0.000999361	0.00101789	0.00164814	0.0886766	0.0132354	0.0273321	0.00800869	0.000688456	0.000941889	0.000947649	0.00255203	0.0725336	0.01224	0.0241093	0.000943353	0.00940302	0.0105255	0.00308171	0.0475439	0.0156073	0.000927205	0.00103132	0.0422712	0.0519624	0.000947655	0.000941903	0.00100457	0.00727996	0.0042211	0.000773051	0.000938958	0.00094264	0.0846624	0.13154	0.00957316	0.0315159	0.00103034	0.0021334	0.00576053	0.003857	0.0658496	0.0463088	0.0402689	0.0619945	0.0949661	0.0181768	0.0416292	0.00254512	0.0106236	0.000998699	0.0202119	0.0173398	0.0503767	0.0224322	0.0506751	0.00268064	0.0447341	0.00594982	0.0279769	0.006239	0.0221601	0.00974852	0.00913335	0.000997127	0.0210513	0.000994146	0.0366459	0.004265	0.00122556	0.0027641	0.0150479	0.00841425	0.000995267	0.000995863	0.0287277	0.00931428	0.00360074	0.0147472	0.00389497	0.0331346	0.00099598	0.0140418	0.000991285	0.0056252	0.000993355	0.000996226	0.0224475	0.00168817	0.0022462	0.0103289	0.00099624	0.00319183	0.000996267	0.0055453	0.000997124	0.000992569	0.0035797	0.000999995	0.00171394	0.0116626	0.000993818	0.000997103	0.001	0.00332833	0.000995264	0.000996274	0.00610478	0.00228615	0.000996267	0.000985569	0.000996266	0.00099627	0.00519495	0.00099174	0.00369583	0.000995368	0.000991277	0.00099489	0.000996226	0.000997092	0.000996335	0.000998693	0.000997098	0.00099128	
15800	-30231.3	-451.144	4.65107	0.151162	0.180922	0.00573724	0.000506428	0.000340404	0.000928549	0.000356806	0.000368961	0.000356905	0.000778491	0.00373991	0.00033746	0.000352698	0.00101954	0.0289541	0.000956062	0.021804	0.00287876	0.00100842	0.020905	0.0842031	0.000742206	0.00104066	0.000950669	0.0178763	0.00465935	0.000950623	0.000562281	0.000934841	0.000493064	0.00101352	0.000368945	0.000935575	0.000707842	0.000953679	0.044451	0.00100837	0.00648127	0.0253899	0.000950391	0.00100048	0.00100089	0.00102706	0.00166299	0.0894758	0.0133546	0.0275784	0.00808086	0.00069466	0.000950377	0.000956189	0.00257503	0.0731873	0.0123503	0.0243265	0.000951854	0.00100049	0.0106204	0.00310948	0.0479724	0.015748	0.00093556	0.00104061	0.0415741	0.0524307	0.0010009	0.000950391	0.00139482	0.00734556	0.00425914	0.000780017	0.00094742	0.000951135	0.0854253	0.132725	0.00965943	0.0317999	0.001	0.00215263	0.00570717	0.00382127	0.0652396	0.0458799	0.0398959	0.0614203	0.0940864	0.0180084	0.0412436	0.00252155	0.0105252	0.000989448	0.0200247	0.0171792	0.04991	0.0222244	0.0502057	0.00265581	0.0443198	0.00589471	0.0277177	0.0061812	0.0219548	0.00965822	0.00904875	0.00098789	0.0208563	0.000984937	0.0363064	0.00422549	0.0012142	0.0027385	0.0149085	0.0083363	0.000999974	0.00099843	0.0284616	0.009228	0.00356739	0.0146106	0.00385889	0.0328277	0.00099075	0.0139117	0.000982103	0.00557309	0.000984153	0.000986998	0.0298742	0.00167253	0.00222539	0.0102332	0.000987012	0.00316227	0.000987039	0.00549394	0.000987887	0.000983375	0.00354654	0.000990732	0.00169806	0.0115545	0.000984612	0.000999986	0.000990737	0.0032975	0.000986045	0.000987045	0.00757837	0.00226498	0.000987039	0.000998418	0.000987037	0.000987041	0.00514683	0.000990758	0.00366159	0.001	0.000990746	0.000985674	0.000990761	0.000987855	0.000987106	0.000989442	0.000987862	0.000982097	
15900	-30216.2	-451.144	4.65107	0.151162	0.180922	0.00565691	0.000499337	0.000335638	0.001	0.00035181	0.000363795	0.000351907	0.000767591	0.00368754	0.000332735	0.000347759	0.00100527	0.0285487	0.000942675	0.0214987	0.00283845	0.0009943	0.0206123	0.0830241	0.000731814	0.00102609	0.00097317	0.00686777	0.00459411	0.000937312	0.000554408	0.000921752	0.00048616	0.000999326	0.000363779	0.000922475	0.000697931	0.000940326	0.0438286	0.000994253	0.00639052	0.0250344	0.000937083	0.000973134	0.00098688	0.00101268	0.00163971	0.0882229	0.0131676	0.0271922	0.00796771	0.000684933	0.00093707	0.0009428	0.00253897	0.0721625	0.0121774	0.0239859	0.000938526	0.000986485	0.0104717	0.000973136	0.0473007	0.0155275	0.000922461	0.00102604	0.040992	0.0516966	0.000986887	0.000937084	0.00137529	0.00724271	0.0041995	0.000769096	0.000934154	0.000937818	0.0842292	0.157612	0.00952419	0.0313547	0.000985998	0.00212249	0.00572524	0.00383338	0.0654462	0.0460252	0.0400223	0.0616148	0.0943844	0.0180654	0.0413742	0.00252953	0.0105585	0.000992581	0.0200881	0.0172336	0.0477087	0.0220183	0.0503647	0.00266422	0.0444601	0.00591338	0.0278055	0.00620078	0.0220243	0.0096888	0.00907741	0.000991019	0.0209223	0.000988057	0.0364214	0.00423887	0.00121805	0.00274717	0.0149557	0.0083627	0.00154725	0.00100159	0.0285517	0.00925722	0.00357869	0.0146569	0.00387111	0.0329316	0.000993887	0.0139558	0.00100299	0.00559074	0.00098727	0.00100294	0.0299688	0.00167783	0.00223244	0.0102656	0.000990138	0.00317228	0.000990165	0.00551133	0.00100296	0.00100293	0.00355777	0.00099387	0.00170344	0.0115911	0.00098773	0.00100315	0.000993874	0.00295882	0.000989168	0.000990171	0.00673655	0.00227215	0.000990165	0.00100158	0.000990163	0.00104725	0.00516313	0.000993895	0.00367319	0.00100317	0.000993883	0.000988796	0.000993899	0.000990984	0.00100378	0.00100297	0.000990991	0.000985207	
16000	-30227.8	-450.744	4.62907	0.151162	0.180922	0.00547937	0.000483666	0.000325105	0.000968617	0.000340769	0.000352378	0.000340863	0.000743501	0.00357182	0.000322293	0.000336846	0.00102424	0.0276527	0.000913091	0.020824	0.00274937	0.000963095	0.0199654	0.0804186	0.000708847	0.000993883	0.000942628	0.00665224	0.00444993	0.000907897	0.000537009	0.000892824	0.000470903	0.000967964	0.000352362	0.000893525	0.000676027	0.00107871	0.0424531	0.00096305	0.0135981	0.0242487	0.000907675	0.000942594	0.000955909	0.000980902	0.00158825	0.0854542	0.0127544	0.0263389	0.00771766	0.000663438	0.000907662	0.000913212	0.00245929	0.0698978	0.0117952	0.0565225	0.000909072	0.001	0.0101431	0.000942596	0.0458162	0.0150402	0.000893511	0.000993844	0.0397055	0.0500742	0.000971569	0.000907675	0.000980546	0.00701541	0.00406771	0.000744959	0.000904837	0.00098506	0.0509273	0.152666	0.00922529	0.0303707	0.000955054	0.0233966	0.00574786	0.00384851	0.0657047	0.0462069	0.0401803	0.0618581	0.0947571	0.0181368	0.0389147	0.00253952	0.0106002	0.00100056	0.0201674	0.0173017	0.0478971	0.0221053	0.0505636	0.00267474	0.0446357	0.00593673	0.0279153	0.00796181	0.0221113	0.00972707	0.00911326	0.000994933	0.0210049	0.00100316	0.0365652	0.00425561	0.00122286	0.00275802	0.0150147	0.00839573	0.00100001	0.00100555	0.0286645	0.00929379	0.00359282	0.0147148	0.00388639	0.0330617	0.000997812	0.0140109	0.00100695	0.00561282	0.000991169	0.00100691	0.0300872	0.00168446	0.00224126	0.0103062	0.000994048	0.00318481	0.00100056	0.00300355	0.00100692	0.00100689	0.00357182	0.000997795	0.00171017	0.0116369	0.000991631	0.00100315	0.0009978	0.00297051	0.000993074	0.00100317	0.00676315	0.00228112	0.000994075	0.00100554	0.000994074	0.00105138	0.00518352	0.000997821	0.00368769	0.00100713	0.000997808	0.000992701	0.000997824	0.000994898	0.00100775	0.001	0.000994904	0.000989098	
16100	-30245.3	-451.553	4.69204	0.151162	0.180922	0.00562268	0.000496315	0.000333607	0.000993949	0.000349682	0.000361593	0.000349778	0.000762946	0.00366523	0.000330722	0.000345655	0.00105103	0.0283759	0.000936971	0.0213686	0.00282128	0.000988283	0.0204875	0.0825217	0.000727386	0.00101988	0.000967281	0.00682622	0.00456631	0.000931641	0.000551053	0.00102406	0.000483218	0.00102391	0.000361578	0.000916893	0.000693707	0.00110692	0.0435634	0.000988237	0.0139538	0.0248829	0.000931413	0.000967245	0.000980908	0.00100656	0.00162979	0.0876891	0.0147631	0.0270277	0.0079195	0.000680789	0.0009314	0.000937096	0.00102221	0.0717259	0.0121037	0.0338491	0.000932847	0.00102406	0.00796341	0.000967248	0.0470145	0.0154335	0.000916879	0.00101984	0.0407439	0.0513838	0.000996978	0.000931413	0.00102408	0.00719889	0.00417409	0.000764442	0.001	0.00101082	0.0522592	0.156659	0.00946655	0.0311649	0.00102396	0.0240085	0.00575309	0.00385202	0.0657645	0.046249	0.0402169	0.0619144	0.0948434	0.0181533	0.0389501	0.00254183	0.0106099	0.00100147	0.0201858	0.0173174	0.0479407	0.0221254	0.0506096	0.00267718	0.0446763	0.00594214	0.0279407	0.00796905	0.0221314	0.00973592	0.00912155	0.000995839	0.0210241	0.00100408	0.0365985	0.00425949	0.00122397	0.00276053	0.0149657	0.00840338	0.00100092	0.00100646	0.0286906	0.00930225	0.00359609	0.0147282	0.00388993	0.0330918	0.000998721	0.0140237	0.00100786	0.00561793	0.000992071	0.00100782	0.0301146	0.00168599	0.00143476	0.0103155	0.001	0.00318771	0.00100147	0.00300629	0.00100783	0.00100781	0.00357508	0.000998703	0.00171173	0.0116475	0.000992534	0.00100407	0.0010008	0.00297321	0.000993978	0.00100409	0.00676931	0.0022832	0.00099498	0.00100645	0.000994979	0.00100086	0.00518824	0.000998729	0.00369105	0.00100805	0.000998717	0.000993605	0.000998733	0.00100092	0.00100866	0.0010008	0.00099581	0.000989999	
16200	-30247.5	-451.733	4.69204	0.151162	0.180922	0.00538709	0.00047552	0.000319629	0.000952303	0.00033503	0.000346443	0.000335122	0.000730979	0.00351166	0.000316864	0.000331172	0.00100699	0.027187	0.000897712	0.0204733	0.00270306	0.000946874	0.0196291	0.0790641	0.000696908	0.000977144	0.000926752	0.0065402	0.005093	0.000892605	0.000527964	0.000981156	0.000462972	0.000981011	0.000346428	0.000878476	0.000664641	0.00106054	0.0417381	0.00094683	0.0133691	0.0238403	0.000996838	0.001	0.000939809	0.000958071	0.0015615	0.0840149	0.0141446	0.0258952	0.00758767	0.000652264	0.000892374	0.000897831	0.000979376	0.0718095	0.0115966	0.0324308	0.000893761	0.000981154	0.00762975	0.00092672	0.0450446	0.0189563	0.000878462	0.000977105	0.0390368	0.0599252	0.000955205	0.000892387	0.000981171	0.00689725	0.0039992	0.000732412	0.0009581	0.00720712	0.0500695	0.150095	0.00906991	0.0497931	0.000958137	0.0199104	0.00575809	0.00385536	0.0658216	0.0462892	0.0402518	0.0619682	0.0949258	0.0181691	0.0389839	0.00254404	0.0106191	0.00100234	0.0202033	0.0173325	0.0479823	0.0221446	0.0506536	0.0026795	0.0447151	0.00594729	0.027965	0.00797597	0.0221507	0.00974438	0.00912947	0.000996704	0.0210423	0.00100495	0.0366303	0.00300861	0.00205924	0.00276293	0.0149787	0.00841067	0.00100179	0.00100734	0.0287155	0.00931032	0.00359921	0.014741	0.00389331	0.0331205	0.000999588	0.0140359	0.00100874	0.00562281	0.000992933	0.0010087	0.0301407	0.00168745	0.00100127	0.0103245	0.00100087	0.00319048	0.00100234	0.0030089	0.00100871	0.001	0.00357818	0.000999571	0.00171321	0.0116576	0.000993396	0.00100494	0.00100167	0.00297579	0.000994842	0.00100001	0.00677519	0.00228518	0.000995844	0.00100733	0.000995843	0.00100173	0.00519274	0.00100001	0.00369426	0.00100892	0.000999584	0.000994468	0.0009996	0.00100178	0.00100954	0.00100167	0.000996675	0.000990859	
16300	-30234.4	-451.981	4.73483	0.151162	0.180922	0.00526699	0.000464918	0.000312503	0.000931072	0.000327561	0.000338719	0.000327651	0.000714682	0.00343337	0.0003098	0.000323789	0.000984543	0.0265809	0.000877699	0.0200168	0.0026428	0.000925765	0.0191915	0.0773014	0.000681371	0.000955359	0.000906091	0.00639439	0.00497946	0.000872705	0.000516194	0.000959282	0.00045265	0.000971644	0.000338704	0.000858891	0.000649824	0.0010369	0.0408076	0.000925721	0.0130711	0.0233088	0.000974614	0.000977706	0.000918856	0.000936712	0.00152669	0.0821419	0.0138292	0.0253179	0.00528194	0.000637722	0.00087248	0.000877815	0.000957542	0.0702086	0.011338	0.0317078	0.00100214	0.00095928	0.00745965	0.00090606	0.0743368	0.0185336	0.000858877	0.000955321	0.0381665	0.0585892	0.00100214	0.000872492	0.000959297	0.00674349	0.00391004	0.000716083	0.00093674	0.000971631	0.0489533	0.146749	0.0088677	0.048683	0.000936776	0.0194666	0.00573659	0.00384097	0.0655759	0.0461164	0.0401016	0.0617368	0.0945714	0.0181012	0.0388384	0.00253454	0.0105795	0.000998599	0.0201279	0.0172678	0.0478032	0.0220619	0.0504645	0.0026695	0.0445482	0.0057442	0.0278606	0.0079462	0.022068	0.009708	0.00909539	0.000992982	0.0209638	0.0010012	0.0364936	0.00299738	0.00205156	0.00275261	0.0149228	0.00837927	0.000998047	0.00100358	0.0286083	0.00927557	0.00358578	0.0146859	0.00387878	0.0329969	0.000995856	0.0139835	0.00100497	0.00560182	0.000989226	0.00100493	0.0300282	0.00168116	0.00099753	0.0142036	0.000997132	0.00317857	0.000998595	0.00299767	0.00100494	0.000996267	0.00356482	0.000995839	0.00170682	0.0116141	0.000989687	0.00100119	0.000997933	0.00296468	0.000991128	0.000996275	0.0067499	0.00227665	0.000992126	0.00100018	0.000992125	0.000997993	0.00517336	0.000996275	0.00368047	0.00100515	0.000995852	0.000990755	0.000995868	0.000998045	0.00100577	0.000997933	0.000992954	0.000987159	
