Gen	lnL	lnP	TL	Insertion	Deletion	
705200	-36202.4	-989.79	3.14004	0.212801	0.253319	
705300	-36218.2	-990.313	3.14004	0.212801	0.253319	
705400	-36214.9	-991.656	3.27432	0.212801	0.253319	
705500	-36217.1	-991.316	3.24036	0.212801	0.253319	
705600	-36239.3	-991.638	3.36771	0.213387	0.252732	
705700	-36253.1	-990.058	3.142	0.213387	0.252732	
705800	-36251.4	-987.993	3.18105	0.214468	0.251652	
705900	-36256	-988.153	3.18105	0.214468	0.251652	
706000	-36248.6	-989.168	3.25061	0.214468	0.251652	
706100	-36254	-987.867	3.08852	0.214468	0.251652	
706200	-36262.1	-990.212	3.307	0.214468	0.251652	
706300	-36258	-990.157	3.30152	0.214468	0.251652	
706400	-36244.3	-994.515	3.26786	0.21249	0.25363	
706500	-36250.3	-994.869	3.26786	0.21249	0.25363	
706600	-36243	-994.451	3.2614	0.21249	0.25363	
706700	-36220.4	-993.714	3.2762	0.21249	0.25363	
706800	-36232.5	-992.505	3.13761	0.21249	0.25363	
706900	-36226.9	-990.288	3.23122	0.213382	0.252738	
707000	-36214.8	-990.423	3.27857	0.213382	0.252738	
707100	-36212.9	-989.333	3.18655	0.213382	0.252738	
707200	-36207.9	-989.85	3.23821	0.213382	0.252738	
707300	-36186.1	-989.054	3.26022	0.213382	0.252738	
707400	-36170	-986.768	3.26022	0.204466	0.242178	
707500	-36146.9	-986.26	3.26022	0.204466	0.242178	
707600	-36143.4	-986.091	3.26022	0.204466	0.242178	
707700	-36120	-983.955	3.11433	0.204466	0.242178	
707800	-36110.3	-984.586	3.19431	0.204466	0.242178	
707900	-36120.8	-985.907	3.2757	0.204466	0.242178	
708000	-36116.9	-985.279	3.2636	0.204466	0.242178	
708100	-36100.5	-985.961	3.25056	0.204097	0.242547	
708200	-36102.4	-986.306	3.25056	0.204097	0.242547	
708300	-36088.4	-980.934	3.19323	0.20572	0.240925	
708400	-36081.3	-987.571	3.36758	0.205027	0.244651	
708500	-36076.6	-985.268	3.26281	0.200108	0.238782	
708600	-36074.2	-985.697	3.30574	0.200108	0.238782	
708700	-36071.3	-985.874	3.30574	0.200108	0.238782	
708800	-36066.6	-985.521	3.30574	0.200108	0.238782	
708900	-36063.4	-985.167	3.30574	0.200108	0.238782	
709000	-36080.6	-984.886	3.20693	0.200108	0.238782	
709100	-36068.6	-985.002	3.25387	0.200108	0.238782	
709200	-36066.3	-985.618	3.33318	0.200108	0.238782	
709300	-36092.1	-984.808	3.16378	0.200108	0.238782	
709400	-36092.3	-985.593	3.24224	0.200108	0.238782	
709500	-36106.8	-985.558	3.13857	0.204676	0.244233	
709600	-36079.3	-986.403	3.2584	0.204676	0.244233	
709700	-36079.7	-985.002	3.25689	0.199972	0.23862	
709800	-36084.8	-985.179	3.25689	0.199972	0.23862	
709900	-36091.4	-985.533	3.25689	0.199972	0.23862	
710000	-36069	-984.194	3.22904	0.199972	0.23862	
710100	-36078.5	-984.286	3.22904	0.2012	0.240084	
710200	-36074.7	-984.453	3.24572	0.2012	0.240084	
710300	-36062.5	-984.011	3.23681	0.2012	0.240084	
710400	-36050.6	-983.387	3.19214	0.2012	0.240084	
710500	-36047.6	-983.211	3.19214	0.2012	0.240084	
710600	-36034	-984.495	3.32062	0.2012	0.240084	
710700	-36026.3	-983.248	3.2489	0.2012	0.240084	
710800	-36030.6	-982.217	3.2489	0.194889	0.232554	
710900	-36036.3	-983.073	3.29908	0.194889	0.232554	
711000	-36030.9	-982.719	3.29908	0.194889	0.232554	
711100	-36032.7	-984.444	3.45385	0.194889	0.232554	
711200	-36027.9	-984.444	3.45385	0.194889	0.232554	
711300	-36015.9	-982.92	3.35452	0.194889	0.232554	
711400	-36016	-982.784	3.32326	0.194889	0.232554	
711500	-36020.9	-980.77	3.15715	0.194889	0.232554	
711600	-36023.3	-982.518	3.33191	0.194889	0.232554	
711700	-36025.3	-982.341	3.33191	0.194889	0.232554	
711800	-36052.3	-983.099	3.38214	0.192028	0.22914	
711900	-36052.7	-982.746	3.38214	0.192028	0.22914	
712000	-36046.5	-983.23	3.38214	0.195848	0.233698	
712100	-36072.3	-984.29	3.38214	0.195848	0.233698	
712200	-36072	-982.347	3.17016	0.195848	0.233698	
712300	-36085.4	-983.23	3.17013	0.195848	0.233698	
712400	-36088.8	-984.555	3.26723	0.195848	0.233698	
712500	-36075.4	-982.891	3.20691	0.195848	0.233698	
712600	-36081.9	-983.328	3.21521	0.195848	0.233698	
712700	-36081.8	-983.952	3.33068	0.195848	0.233698	
712800	-36058.5	-980.765	3.13568	0.195848	0.233698	
712900	-36060.5	-981.625	3.23928	0.195848	0.233698	
713000	-36081.5	-983.91	3.32647	0.195848	0.233698	
713100	-36074.3	-984.015	3.12161	0.206474	0.246378	
713200	-36091	-985.449	3.21191	0.206474	0.246378	
713300	-36100.1	-985.802	3.21191	0.206474	0.246378	
713400	-36097	-985.802	3.21191	0.206474	0.246378	
713500	-36095.8	-987.365	3.21191	0.205998	0.246854	
713600	-36078.9	-986.823	3.21191	0.205998	0.246854	
713700	-36089.3	-982.991	3.14628	0.2021	0.240591	
713800	-36092.8	-986.844	3.14628	0.213858	0.255363	
713900	-36113.6	-987.376	3.14628	0.213858	0.255363	
714000	-36121.8	-984.189	3.15293	0.207993	0.246974	
714100	-36106.5	-985.509	3.23235	0.207862	0.247106	
714200	-36112.4	-986.028	3.23235	0.207862	0.247106	
714300	-36120.4	-985.676	3.14526	0.207862	0.247106	
714400	-36107.1	-985.288	3.12376	0.207862	0.247106	
714500	-36102	-983.889	3.05298	0.207862	0.247106	
714600	-36109.1	-986.466	3.25881	0.207862	0.247106	
714700	-36103.4	-985.625	3.15742	0.207862	0.247106	
714800	-36102.3	-985.734	3.13372	0.207862	0.247106	
714900	-36101.6	-987.867	3.38165	0.207862	0.247106	
715000	-36110.9	-985.154	3.12761	0.207862	0.247106	
715100	-36114.6	-985.818	3.12761	0.207631	0.247337	
715200	-36117.6	-987.267	3.255	0.207631	0.247337	
715300	-36107.5	-984.669	3.11884	0.205982	0.245373	
715400	-36114.3	-982.509	3.17961	0.207019	0.244336	
715500	-36097	-981.515	3.17961	0.207019	0.244336	
715600	-36100.7	-980.783	3.13963	0.207019	0.244336	
715700	-36124.1	-980.982	3.12636	0.207019	0.244336	
715800	-36120.6	-981.533	3.23117	0.207019	0.244336	
715900	-36133.1	-981.576	3.23117	0.207216	0.244569	
716000	-36126.6	-981.576	3.23117	0.207216	0.244569	
716100	-36134.6	-982.858	3.29309	0.207216	0.244569	
716200	-36143.5	-980.047	3.02851	0.207216	0.244569	
716300	-36134.9	-983.315	3.19746	0.212936	0.25132	
716400	-36136.9	-982.865	3.15253	0.212936	0.25132	
716500	-36117.8	-982.7	3.15253	0.212936	0.25132	
716600	-36106.7	-981.875	3.11891	0.213019	0.251237	
716700	-36119.9	-982.869	3.16882	0.213019	0.251237	
716800	-36112.7	-983.536	3.23546	0.213019	0.251237	
716900	-36112	-982.905	3.17242	0.213019	0.251237	
717000	-36103.6	-982.839	3.23182	0.213019	0.251237	
717100	-36086.7	-981.24	3.15434	0.213019	0.251237	
717200	-36082.7	-980.909	3.15434	0.213019	0.251237	
717300	-36083.3	-981.074	3.15434	0.213019	0.251237	
717400	-36085.7	-981.542	3.22754	0.213277	0.25098	
717500	-36083.7	-979.347	3.10401	0.214107	0.250149	
717600	-36088.4	-989.664	3.05175	0.210058	0.254198	
717700	-36080.1	-988.557	3.11818	0.210504	0.253752	
717800	-36088.9	-989.613	3.18642	0.210504	0.253752	
717900	-36108.5	-986.404	3.11411	0.211417	0.252839	
718000	-36097.2	-984.553	3.11411	0.202174	0.241784	
718100	-36093.9	-985.981	3.2569	0.202174	0.241784	
718200	-36092.7	-987.558	3.43251	0.202174	0.241784	
718300	-36092.1	-984.653	3.142	0.202174	0.241784	
718400	-36076.6	-985.002	3.28423	0.202174	0.241784	
718500	-36063	-984.465	3.28423	0.202174	0.241784	
718600	-36076.3	-984.989	3.24719	0.202174	0.241784	
718700	-36081.1	-984.666	3.19701	0.202174	0.241784	
718800	-36052.7	-983.414	3.19701	0.202174	0.241784	
718900	-36043.1	-982.85	3.17803	0.202101	0.241696	
719000	-36032.6	-982.144	3.17898	0.202101	0.241696	
719100	-36041.6	-983.285	3.25728	0.202101	0.241696	
719200	-36041.1	-983.106	3.25728	0.202101	0.241696	
719300	-36053.5	-980.724	3.18617	0.202794	0.241003	
719400	-36080.2	-981.587	3.18617	0.202794	0.241003	
719500	-36084.5	-982.105	3.18617	0.202794	0.241003	
719600	-36079	-982.69	3.2447	0.202794	0.241003	
719700	-36075.3	-985.692	3.31628	0.200577	0.240419	
719800	-36078.6	-984.098	3.13878	0.200577	0.240419	
719900	-36069.3	-984.209	3.18613	0.200577	0.240419	
720000	-36065.3	-983.133	3.11474	0.200577	0.240419	
720100	-36076.7	-983.496	3.11474	0.200577	0.240419	
720200	-36062.4	-984.067	3.28058	0.200577	0.240419	
720300	-36055.5	-982.636	3.17377	0.200577	0.240419	
720400	-36067.6	-983.966	3.28866	0.200577	0.240419	
720500	-36071.4	-978.142	3.26178	0.200013	0.235699	
720600	-36061.4	-977.485	3.26178	0.200013	0.235699	
720700	-36060.3	-975.485	3.02895	0.200013	0.235699	
720800	-36050.5	-976.934	3.17379	0.200013	0.235699	
720900	-36076.5	-977.853	3.19999	0.200013	0.235699	
721000	-36067.7	-977.524	3.19999	0.200013	0.235699	
721100	-36058.2	-978.302	3.35982	0.200013	0.235699	
721200	-36051.5	-976.43	3.17269	0.200013	0.235699	
721300	-36047.8	-982.617	3.1505	0.197816	0.237896	
721400	-36045.6	-984.134	3.28058	0.197758	0.237953	
721500	-36017.5	-983.024	3.28058	0.197758	0.237953	
721600	-36015.5	-984.197	3.41642	0.197758	0.237953	
721700	-36004.3	-981.29	3.41642	0.198624	0.237088	
721800	-36020.5	-979.899	3.22422	0.198624	0.237088	
721900	-36045.5	-981.262	3.25431	0.198624	0.237088	
722000	-36052.8	-981.97	3.25431	0.198624	0.237088	
722100	-36064.5	-982.206	3.25431	0.197278	0.235481	
722200	-36062.3	-986.26	3.25431	0.196209	0.23655	
722300	-36070	-988.153	3.36881	0.196209	0.23655	
722400	-36090.9	-988.749	3.29754	0.196209	0.23655	
722500	-36097.2	-988.749	3.29754	0.196209	0.23655	
722600	-36084.4	-980.956	3.21234	0.198062	0.234697	
722700	-36078.9	-981.012	3.26888	0.198062	0.234697	
722800	-36070	-981.721	3.33977	0.198062	0.234697	
722900	-36057.5	-983.699	3.33977	0.197189	0.23557	
723000	-36049.3	-983.165	3.33977	0.197189	0.23557	
723100	-36034.7	-981.04	3.1806	0.197189	0.23557	
723200	-36054	-982.058	3.22911	0.197189	0.23557	
723300	-36054.7	-983.238	3.3471	0.197189	0.23557	
723400	-36065.5	-981.806	3.3471	0.197792	0.234967	
723500	-36057.6	-980.424	3.19167	0.197792	0.234967	
723600	-36062	-981.342	3.26622	0.197792	0.234967	
723700	-36058.1	-980.464	3.17841	0.197792	0.234967	
723800	-36059	-980.177	3.14973	0.197792	0.234967	
723900	-36068.6	-980.177	3.14973	0.197792	0.234967	
724000	-36070.5	-980.177	3.14973	0.197792	0.234967	
724100	-36067.8	-982.597	3.42616	0.197792	0.234967	
724200	-36060.9	-978.126	3.06517	0.197792	0.234967	
724300	-36055.2	-979.692	3.25622	0.197792	0.234967	
724400	-36064.9	-980.044	3.25622	0.196252	0.233138	
724500	-36081.2	-980.422	3.20788	0.196252	0.233138	
724600	-36065.8	-981.442	3.37884	0.196252	0.233138	
724700	-36078.7	-980.029	3.22029	0.196252	0.233138	
724800	-36076.9	-980.314	3.2316	0.196252	0.233138	
724900	-36075.8	-980.314	3.2316	0.196252	0.233138	
725000	-36094.5	-981.003	3.2316	0.196252	0.233138	
725100	-36106.8	-981.536	3.28483	0.196252	0.233138	
725200	-36098.3	-981.191	3.28483	0.196252	0.233138	
725300	-36088	-980.847	3.28483	0.196252	0.233138	
725400	-36083.4	-980.553	3.27267	0.196252	0.233138	
725500	-36076.1	-980.208	3.27267	0.196252	0.233138	
725600	-36078.6	-980.208	3.27267	0.196252	0.233138	
725700	-36052.2	-979.655	3.26904	0.196252	0.233138	
725800	-36064.6	-981.681	3.40273	0.196252	0.233138	
725900	-36052.3	-981.509	3.40273	0.196252	0.233138	
726000	-36047.2	-979.832	3.28873	0.196392	0.232998	
726100	-36068.1	-978.988	3.17015	0.196392	0.232998	
726200	-36044.3	-976.774	3.2916	0.194304	0.22868	
726300	-36055.1	-976.027	3.16801	0.194304	0.22868	
726400	-36067.6	-978.921	3.37592	0.194304	0.22868	
726500	-36071.3	-979.138	3.34883	0.194304	0.22868	
726600	-36072.5	-978.665	3.30148	0.194304	0.22868	
726700	-36058.9	-978.502	3.30148	0.194304	0.22868	
726800	-36067.1	-979.249	3.34359	0.194304	0.22868	
726900	-36077.3	-979.575	3.34359	0.194304	0.22868	
727000	-36072.4	-980.391	3.42518	0.194304	0.22868	
727100	-36075.9	-977.923	3.19475	0.194304	0.22868	
727200	-36056.8	-978.087	3.21109	0.194304	0.22868	
727300	-36069.7	-978.87	3.20798	0.194304	0.22868	
727400	-36073.7	-982.065	3.51112	0.194304	0.22868	
727500	-36060.4	-979.867	3.30769	0.194304	0.22868	
727600	-36077.6	-983.694	3.17159	0.192637	0.230347	
727700	-36088.6	-985.362	3.30489	0.194164	0.232173	
727800	-36050.6	-981.69	3.30489	0.194951	0.231387	
727900	-36050	-982.623	3.44958	0.194951	0.231387	
728000	-36055.9	-982.761	3.51104	0.191208	0.226944	
728100	-36026	-979.012	3.23889	0.191208	0.226944	
728200	-36044.4	-978.597	3.1289	0.191208	0.226944	
728300	-36035.1	-978.524	3.12158	0.191208	0.226944	
728400	-36049.1	-976.033	3.07969	0.192138	0.226014	
728500	-36059.3	-979.43	3.35442	0.192138	0.226014	
728600	-36047.8	-977.356	3.19575	0.192138	0.226014	
728700	-36065.7	-978.409	3.28485	0.192138	0.226014	
728800	-36068.5	-978.734	3.28485	0.192138	0.226014	
728900	-36052.6	-977.805	3.24065	0.192138	0.226014	
729000	-36076.2	-981.679	3.30068	0.191031	0.227121	
729100	-36101.7	-979.118	3.24692	0.19199	0.226162	
729200	-36121.1	-981.904	3.24692	0.191007	0.227145	
729300	-36110.4	-982.572	3.24692	0.190686	0.227466	
729400	-36109.6	-981.928	3.20016	0.190686	0.227466	
729500	-36108.7	-981.372	3.22293	0.190875	0.227276	
729600	-36106.1	-982.089	3.29463	0.190875	0.227276	
729700	-36104.1	-982.768	3.11078	0.201571	0.240012	
729800	-36073.6	-983.764	3.20387	0.203464	0.242266	
729900	-36078.4	-983.44	3.20634	0.203464	0.242266	
730000	-36079	-983.765	3.23884	0.203464	0.242266	
730100	-36089.9	-984.289	3.23884	0.203464	0.242266	
730200	-36093	-984.088	3.25369	0.203464	0.242266	
730300	-36098.8	-984.54	3.31633	0.203464	0.242266	
730400	-36065.5	-984.232	3.3903	0.203464	0.242266	
730500	-36065.8	-982.574	3.20697	0.203464	0.242266	
730600	-36094.1	-983.796	3.20697	0.203464	0.242266	
730700	-36118.8	-984.233	3.21585	0.203464	0.242266	
730800	-36124.2	-984.348	3.2099	0.203464	0.242266	
730900	-36117	-983.37	3.12948	0.203464	0.242266	
731000	-36105.7	-984.097	3.21962	0.203464	0.242266	
731100	-36100	-985.408	3.3508	0.203464	0.242266	
731200	-36098.4	-982.981	3.09062	0.203464	0.242266	
731300	-36088.6	-984.639	3.32619	0.203464	0.242266	
731400	-36095.5	-983.98	3.24283	0.203464	0.242266	
731500	-36098.9	-983.439	3.18874	0.203464	0.242266	
731600	-36096.8	-983.264	3.18874	0.203464	0.242266	
731700	-36092.5	-988.055	3.4057	0.202654	0.243076	
731800	-36086.9	-986.463	3.22981	0.203412	0.243985	
731900	-36089.6	-986.826	3.22981	0.203412	0.243985	
732000	-36085.6	-987.008	3.22981	0.203412	0.243985	
732100	-36103.4	-986.025	3.07698	0.203412	0.243985	
732200	-36110.8	-987.973	3.27169	0.203412	0.243985	
732300	-36107.6	-986.842	3.15862	0.203412	0.243985	
732400	-36075.2	-985.226	3.13445	0.19844	0.238373	
732500	-36088.7	-987.278	3.30299	0.19844	0.238373	
732600	-36096.9	-987.662	3.34143	0.19844	0.238373	
732700	-36083.7	-984.804	3.14728	0.19844	0.238373	
732800	-36101.2	-979.607	3.14728	0.200331	0.236482	
732900	-36110.5	-981.273	3.29725	0.200331	0.236482	
733000	-36103.2	-982.464	3.24849	0.199509	0.237305	
733100	-36129.6	-982.984	3.24849	0.199509	0.237305	
733200	-36112.1	-981.219	3.14139	0.199509	0.237305	
733300	-36118.1	-983.007	3.30284	0.199509	0.237305	
733400	-36114.9	-986.772	3.30284	0.198477	0.238337	
733500	-36116.9	-986.772	3.30284	0.198477	0.238337	
733600	-36113.1	-986.772	3.30284	0.198477	0.238337	
733700	-36100.8	-986.406	3.30284	0.198477	0.238337	
733800	-36097	-987.552	3.25581	0.205819	0.247153	
733900	-36085.3	-987.186	3.25581	0.205819	0.247153	
734000	-36075.5	-983.082	3.10897	0.206449	0.246523	
734100	-36059.7	-984.523	3.32404	0.206449	0.246523	
734200	-36063	-984.513	3.3231	0.206449	0.246523	
734300	-36078.8	-979.305	3.1993	0.190279	0.226359	
734400	-36082.1	-981.067	3.24077	0.194844	0.231791	
734500	-36064.6	-980.025	3.24077	0.194844	0.231791	
734600	-36051.5	-980.607	3.29899	0.194844	0.231791	
734700	-36037.5	-979.59	3.23202	0.194844	0.231791	
734800	-36039.1	-978.562	3.23202	0.18856	0.224315	
734900	-36018.5	-979.396	3.23202	0.19475	0.231678	
735000	-36016.5	-980.398	3.3148	0.19475	0.231678	
735100	-36009.2	-979.864	3.26142	0.19475	0.231678	
735200	-36017.4	-980.735	3.29641	0.19475	0.231678	
735300	-36045.6	-980.992	3.20063	0.19475	0.231678	
735400	-36028	-981.057	3.24181	0.19475	0.231678	
735500	-36040.1	-979.991	3.24161	0.195353	0.231076	
735600	-36062	-980.975	3.25266	0.19628	0.232173	
735700	-36050.2	-980.639	3.30302	0.19628	0.232173	
735800	-36064.6	-978.949	3.16758	0.19628	0.232173	
735900	-36063.3	-979.678	3.24046	0.19628	0.232173	
736000	-36085.7	-980.255	3.26458	0.19628	0.232173	
736100	-36093.4	-980.595	3.26506	0.19628	0.232173	
736200	-36097.1	-980.595	3.26506	0.19628	0.232173	
736300	-36094	-981.12	3.31748	0.19628	0.232173	
736400	-36079	-980.969	3.336	0.19628	0.232173	
736500	-36074.1	-979.7	3.27631	0.19628	0.232173	
736600	-36091.5	-979.643	3.16983	0.19628	0.232173	
736700	-36105.8	-980.437	3.1988	0.19628	0.232173	
736800	-36098.1	-981.11	3.29975	0.19628	0.232173	
736900	-36110.5	-981.614	3.29975	0.19628	0.232173	
737000	-36120.2	-981.95	3.29975	0.19628	0.232173	
737100	-36117.5	-982.761	3.36408	0.19628	0.232173	
737200	-36088.8	-979.956	3.18433	0.19628	0.232173	
737300	-36093.9	-982.658	3.1639	0.209595	0.247922	
737400	-36089.4	-981.473	3.06215	0.209595	0.247922	
737500	-36091.4	-982.03	3.08429	0.209595	0.247922	
737600	-36099.6	-981.887	3.19847	0.20217	0.23914	
737700	-36105.5	-981.756	3.1854	0.20217	0.23914	
737800	-36109.8	-981.614	3.15436	0.20217	0.23914	
737900	-36090.7	-981.11	3.15436	0.20217	0.23914	
738000	-36096.1	-982.171	3.324	0.202469	0.238842	
738100	-36078.8	-981.141	3.33668	0.202469	0.238842	
738200	-36075.3	-983.305	3.24667	0.201244	0.240066	
738300	-36080.3	-981.875	3.24667	0.194725	0.232289	
738400	-36090.9	-983.61	3.34959	0.194725	0.232289	
738500	-36089.4	-982.64	3.25261	0.194725	0.232289	
738600	-36069	-981.935	3.25261	0.194725	0.232289	
738700	-36072.9	-980.546	3.18046	0.195002	0.232012	
738800	-36065.4	-979.981	3.23571	0.195217	0.231797	
738900	-36062.1	-979.749	3.2297	0.195217	0.231797	
739000	-36050.2	-979.281	3.20005	0.195217	0.231797	
739100	-36038.7	-979.647	3.20005	0.198461	0.23565	
739200	-36038.9	-978.571	3.10961	0.198461	0.23565	
739300	-36044.2	-979.872	3.23974	0.198461	0.23565	
739400	-36038.1	-979.979	3.26759	0.198461	0.23565	
739500	-36044.4	-981.908	3.0675	0.197311	0.2368	
739600	-36049.7	-980.819	3.05876	0.212417	0.251517	
739700	-36059.5	-981.157	3.05876	0.212417	0.251517	
739800	-36060.5	-980.481	3.05876	0.212417	0.251517	
739900	-36058.4	-981.301	3.20837	0.212417	0.251517	
740000	-36061.5	-982.158	3.20954	0.212417	0.251517	
740100	-36089.7	-980.863	3.39906	0.19549	0.231475	
740200	-36117.6	-979.705	3.08901	0.194894	0.232071	
740300	-36100	-982.439	3.32754	0.194894	0.232071	
740400	-36096.4	-983.126	3.37876	0.194894	0.232071	
740500	-36091.2	-981.005	3.16668	0.194894	0.232071	
740600	-36113.8	-981.703	3.16668	0.194894	0.232071	
740700	-36121.3	-983.446	3.32349	0.194894	0.232071	
740800	-36135.4	-983.97	3.32349	0.194894	0.232071	
740900	-36139.9	-985.294	3.20154	0.207302	0.246845	
741000	-36150	-986.516	3.20154	0.207302	0.246845	
741100	-36154	-986.599	3.46581	0.196415	0.233882	
741200	-36152.2	-987.214	3.27313	0.208812	0.248644	
741300	-36134.8	-985.075	3.16404	0.208812	0.248644	
741400	-36140.2	-984.954	3.15188	0.208812	0.248644	
741500	-36134.2	-985.521	3.24358	0.208812	0.248644	
741600	-36116.8	-982.136	3.24358	0.194954	0.232142	
741700	-36122.7	-981.946	3.20708	0.194954	0.232142	
741800	-36094.6	-981.709	3.2882	0.194954	0.232142	
741900	-36111.8	-982.052	3.25259	0.194954	0.232142	
742000	-36113.2	-985.058	3.51827	0.194954	0.232142	
742100	-36118.1	-982.654	3.24298	0.194954	0.232142	
742200	-36117	-982.819	3.24204	0.194954	0.232142	
742300	-36111.8	-981.403	3.13534	0.194954	0.232142	
742400	-36127.6	-982.101	3.13534	0.194954	0.232142	
742500	-36131.9	-985.34	3.14342	0.194146	0.232949	
742600	-36105.3	-984.429	3.14342	0.194146	0.232949	
742700	-36108.4	-987.226	3.4049	0.194146	0.232949	
742800	-36103.2	-984.376	3.21103	0.194146	0.232949	
742900	-36110.1	-984.82	3.23724	0.194146	0.232949	
743000	-36102.1	-985.159	3.27882	0.193795	0.232527	
743100	-36098.2	-984.984	3.20671	0.193795	0.232527	
743200	-36091	-984.62	3.20671	0.193795	0.232527	
743300	-36088.4	-984.713	3.23423	0.193795	0.232527	
743400	-36074.7	-984.33	3.21416	0.193795	0.232527	
743500	-36082.4	-985.921	3.13408	0.204667	0.245573	
743600	-36074.2	-987.501	3.34676	0.204667	0.245573	
743700	-36080.6	-985.759	3.17256	0.204667	0.245573	
743800	-36100.3	-986.67	3.17256	0.204667	0.245573	
743900	-36112.5	-987.399	3.17256	0.204667	0.245573	
744000	-36129	-988.342	3.28505	0.204667	0.245573	
744100	-36123	-987.82	3.28752	0.204667	0.245573	
744200	-36112.3	-985.591	3.10112	0.204667	0.245573	
744300	-36116.4	-981.498	2.9951	0.20556	0.24468	
744400	-36129.2	-985.541	3.34711	0.20556	0.24468	
744500	-36130.3	-984.688	3.31415	0.20556	0.24468	
744600	-36147.2	-985.514	3.32708	0.20556	0.24468	
744700	-36142.7	-985.34	3.32708	0.20556	0.24468	
744800	-36147	-984.339	3.22698	0.20556	0.24468	
744900	-36140.5	-984.142	3.24205	0.20556	0.24468	
745000	-36146.4	-983.879	3.26081	0.205854	0.244386	
745100	-36164	-984.201	3.12529	0.206541	0.24619	
745200	-36165.3	-984.552	3.12529	0.206541	0.24619	
745300	-36157.2	-985.817	3.23425	0.206541	0.24619	
745400	-36168.8	-986.617	3.33171	0.206541	0.24619	
745500	-36162.8	-986.265	3.33171	0.206541	0.24619	
745600	-36171.5	-986.317	3.3369	0.206541	0.24619	
745700	-36169.4	-984.383	3.14346	0.206541	0.24619	
745800	-36154.8	-981.82	3.06253	0.207054	0.245678	
745900	-36156.6	-981.82	3.06253	0.207054	0.245678	
746000	-36161.5	-983.874	3.23373	0.207054	0.245678	
746100	-36140.2	-983.19	3.23373	0.207054	0.245678	
746200	-36117.7	-981.988	3.1991	0.207054	0.245678	
746300	-36102.8	-982.123	3.22972	0.207054	0.245678	
746400	-36072.5	-980.227	3.12558	0.207054	0.245678	
746500	-36062.1	-979.472	3.13556	0.207054	0.245678	
746600	-36061.3	-980.449	3.25043	0.207054	0.245678	
746700	-36062.3	-980.62	3.25043	0.207054	0.245678	
746800	-36062.1	-979.589	3.1473	0.207054	0.245678	
746900	-36080.9	-980.273	3.1473	0.207054	0.245678	
747000	-36085.7	-980.444	3.1473	0.207054	0.245678	
747100	-36085.6	-981.296	3.26671	0.207054	0.245678	
747200	-36120.2	-982.493	3.26671	0.207054	0.245678	
747300	-36133.9	-983.15	3.25905	0.207034	0.245697	
747400	-36148.2	-981.753	3.10896	0.207201	0.24553	
747500	-36142.9	-981.694	3.15395	0.207201	0.24553	
747600	-36153.6	-983.42	3.27561	0.207201	0.24553	
747700	-36127.5	-982.543	3.27275	0.207201	0.24553	
747800	-36106.4	-983.624	3.15885	0.206317	0.246414	
747900	-36106.5	-983.88	3.16664	0.206317	0.246414	
748000	-36134.9	-984.829	3.13729	0.206317	0.246414	
748100	-36139.8	-986.786	3.27966	0.206317	0.246414	
748200	-36161.7	-987.269	3.25692	0.206317	0.246414	
748300	-36149.6	-986.258	3.17357	0.206317	0.246414	
748400	-36151.8	-984.686	3.17357	0.206908	0.245824	
748500	-36166.3	-984.912	3.252	0.207401	0.245331	
748600	-36175.3	-985.248	3.252	0.207401	0.245331	
748700	-36166.2	-984.576	3.252	0.207401	0.245331	
748800	-36147.1	-983.736	3.252	0.207401	0.245331	
748900	-36143.1	-983.904	3.252	0.207401	0.245331	
749000	-36161.5	-984.054	3.1998	0.207401	0.245331	
749100	-36153.9	-983.129	3.12414	0.207401	0.245331	
749200	-36155.8	-982.491	3.11557	0.203333	0.240519	
749300	-36142.7	-982.779	3.17795	0.203333	0.240519	
749400	-36159.5	-986.604	3.22305	0.203315	0.242702	
749500	-36147.2	-985.541	3.22305	0.203315	0.242702	
749600	-36165.9	-987.094	3.32516	0.203315	0.242702	
749700	-36169.7	-986.189	3.4112	0.195269	0.233097	
749800	-36158.7	-984.234	3.23344	0.195269	0.233097	
749900	-36149.2	-983.526	3.23344	0.195269	0.233097	
750000	-36136.1	-984.63	3.39698	0.195269	0.233097	
750100	-36136.6	-984.807	3.39698	0.195269	0.233097	
750200	-36167.9	-984.691	3.26136	0.195269	0.233097	
750300	-36169.8	-984.337	3.26136	0.195269	0.233097	
750400	-36190.3	-984.206	3.21287	0.195269	0.233097	
750500	-36156.6	-985.728	3.43589	0.195269	0.233097	
750600	-36158.7	-983.944	3.23978	0.195269	0.233097	
750700	-36155.6	-983.41	3.22188	0.195269	0.233097	
750800	-36155.4	-983.615	3.22459	0.195269	0.233097	
750900	-36132	-983.212	3.2552	0.195269	0.233097	
751000	-36126.8	-983.212	3.2552	0.195269	0.233097	
751100	-36118.1	-983.699	3.30385	0.195269	0.233097	
751200	-36098	-982.636	3.30385	0.195269	0.233097	
751300	-36106.3	-982.813	3.30385	0.195269	0.233097	
751400	-36071.3	-981.574	3.30385	0.195269	0.233097	
751500	-36064.6	-981.22	3.30385	0.195269	0.233097	
751600	-36076.6	-981.425	3.25352	0.195269	0.233097	
751700	-36065.5	-981.602	3.25352	0.195269	0.233097	
751800	-36053.3	-980.539	3.25352	0.195269	0.233097	
751900	-36050.5	-980.716	3.25352	0.195269	0.233097	
752000	-36034.3	-981.692	3.33339	0.195269	0.233097	
