Gen	lnL	lnP	TL	Insertion	Deletion	R[0-0]	R[0-1]	R[0-2]	R[0-3]	R[0-4]	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[2-2]	R[2-3]	R[2-4]	R[3-3]	R[3-4]	R[4-4]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	
1	-6526.211786	294.868430	11.914103	0.013213	0.016775	0.158633	0.027698	0.061787	0.031261	0.134884	0.001203	0.132760	0.092766	0.114072	0.005174	0.100750	0.046019	0.031486	0.049714	0.011791	0.053587	0.005136	0.013387	0.008128	0.009779	0.003047	0.009031	0.007840	0.003303	0.004935	0.059664	0.008434	0.019783	0.000190	0.002637	0.005329	0.012086	0.018234	0.011048	0.004807	0.010732	0.001541	0.002810	0.021769	0.006031	0.012307	0.006264	0.009604	0.006905	0.003782	0.027584	0.016293	0.005693	0.077877	0.003538	0.020346	0.000749	0.017221	0.000100	0.004738	0.012413	0.007553	0.004079	0.009390	0.000100	0.007454	0.010699	0.025050	0.017580	0.005569	0.020845	0.000258	0.021106	0.000770	0.000470	0.001785	0.003459	0.008752	0.000325	0.004578	0.001566	0.020481	0.010068	0.009538	0.001272	0.003742	0.055542	0.013957	0.046693	0.000485	0.006987	0.030428	0.001574	0.001817	0.009196	0.049871	0.006754	0.000601	0.006921	0.007185	0.015171	0.016349	0.005297	
100	-6158.742902	296.324180	10.974230	0.013213	0.016775	0.190514	0.035420	0.041072	0.028774	0.126701	0.003774	0.094441	0.118355	0.134684	0.010371	0.083718	0.031849	0.035762	0.051190	0.013375	0.054457	0.005219	0.013604	0.008260	0.009938	0.003096	0.009178	0.007967	0.004956	0.005016	0.060633	0.008571	0.020104	0.000194	0.002679	0.005416	0.012282	0.018530	0.011227	0.004885	0.010906	0.001566	0.002856	0.022122	0.008424	0.012507	0.006365	0.009760	0.007017	0.003844	0.028032	0.016558	0.005785	0.079141	0.003595	0.017450	0.000761	0.017500	0.000102	0.004815	0.012614	0.007676	0.004145	0.009543	0.000102	0.007575	0.010873	0.025457	0.007101	0.005659	0.021183	0.000263	0.021449	0.000782	0.000478	0.001814	0.003515	0.008894	0.000330	0.004652	0.001591	0.020814	0.010232	0.003574	0.001292	0.003803	0.056444	0.014184	0.047451	0.000493	0.007100	0.030922	0.001599	0.001847	0.009345	0.050681	0.006843	0.000610	0.007033	0.007302	0.015417	0.016615	0.005383	
200	-5798.662123	304.206210	5.915171	0.022299	0.035343	0.190551	0.037878	0.036015	0.022376	0.114980	0.004177	0.108923	0.113716	0.147192	0.010096	0.086418	0.029062	0.037547	0.044859	0.016212	0.054557	0.005229	0.013629	0.008276	0.009956	0.003102	0.009195	0.007982	0.004966	0.005025	0.060744	0.008587	0.020141	0.000194	0.002684	0.005426	0.012305	0.018564	0.011248	0.004894	0.010926	0.001569	0.002861	0.022163	0.008440	0.012530	0.006377	0.009778	0.007030	0.003851	0.028083	0.016588	0.005796	0.079287	0.003602	0.018079	0.000763	0.017533	0.000102	0.004824	0.012637	0.007690	0.004153	0.009560	0.000102	0.007589	0.010893	0.025504	0.003571	0.005670	0.028594	0.000263	0.021488	0.000784	0.000478	0.001817	0.003522	0.008910	0.000331	0.004661	0.001594	0.020852	0.010251	0.003580	0.001295	0.003810	0.056548	0.014210	0.047538	0.000494	0.007113	0.030979	0.001602	0.001850	0.009362	0.050774	0.006856	0.000611	0.007046	0.001051	0.015446	0.016645	0.005393	
300	-5676.925961	303.612980	6.126456	0.022299	0.035343	0.197892	0.069880	0.023444	0.030235	0.090929	0.021638	0.092989	0.112880	0.139413	0.018952	0.076495	0.022967	0.031880	0.040901	0.029506	0.055395	0.005309	0.013838	0.008403	0.010109	0.003150	0.009336	0.008104	0.005042	0.005102	0.061678	0.008719	0.020450	0.000197	0.002726	0.005509	0.012494	0.018849	0.011420	0.004969	0.011094	0.001593	0.002905	0.022503	0.008569	0.012722	0.006475	0.009928	0.004089	0.003944	0.028515	0.016843	0.005885	0.080505	0.003657	0.018357	0.000774	0.017802	0.000103	0.004898	0.012831	0.007808	0.004217	0.009707	0.000103	0.007706	0.011060	0.025896	0.003626	0.005757	0.029034	0.000267	0.021818	0.000796	0.000486	0.001845	0.003576	0.009047	0.000336	0.004732	0.001619	0.021172	0.010408	0.003635	0.001315	0.003869	0.057416	0.014428	0.036521	0.000502	0.007223	0.031455	0.005611	0.001879	0.009506	0.051554	0.006961	0.000621	0.007154	0.001067	0.015683	0.016901	0.000891	
400	-5489.398199	298.260356	5.808743	0.046486	0.073679	0.183112	0.074577	0.023173	0.041112	0.101390	0.024149	0.097811	0.108165	0.113781	0.040707	0.074841	0.020447	0.029104	0.042553	0.025077	0.055198	0.005290	0.013789	0.008373	0.010073	0.003138	0.009303	0.008076	0.005024	0.005084	0.061457	0.008688	0.020377	0.000196	0.002716	0.005489	0.012449	0.018781	0.011380	0.004951	0.011054	0.001587	0.002895	0.022423	0.008539	0.012677	0.006452	0.009892	0.004074	0.003930	0.028413	0.016783	0.005864	0.080217	0.003644	0.026842	0.000772	0.017738	0.000103	0.004881	0.012786	0.007780	0.004202	0.009672	0.000103	0.007678	0.011021	0.020825	0.003613	0.005736	0.028930	0.000266	0.021740	0.000793	0.000484	0.001839	0.003563	0.009015	0.000334	0.004715	0.001613	0.021097	0.010371	0.003622	0.001310	0.003855	0.057211	0.014377	0.036390	0.000500	0.007197	0.031343	0.005591	0.001872	0.009472	0.051370	0.006936	0.000619	0.007129	0.001063	0.015627	0.016840	0.000888	
500	-5397.619825	299.036820	5.547168	0.046486	0.073679	0.202399	0.046923	0.023906	0.043163	0.100189	0.027978	0.092668	0.094194	0.117241	0.046331	0.074515	0.013463	0.029372	0.058576	0.029084	0.058239	0.005582	0.004554	0.008834	0.010628	0.003311	0.009815	0.008520	0.005301	0.005364	0.064843	0.007267	0.021500	0.000207	0.002865	0.005792	0.013135	0.019816	0.012006	0.005224	0.011663	0.001675	0.003054	0.023658	0.009009	0.013375	0.006807	0.010437	0.004299	0.004147	0.029978	0.017708	0.000775	0.084637	0.003845	0.028320	0.000814	0.018716	0.000109	0.005150	0.013490	0.008209	0.004433	0.010205	0.000109	0.008101	0.011628	0.021973	0.003812	0.006052	0.030524	0.000281	0.022938	0.000837	0.000511	0.001940	0.003760	0.009512	0.000353	0.004975	0.001702	0.022259	0.010942	0.003822	0.001382	0.004067	0.043160	0.015169	0.017809	0.000528	0.007593	0.033069	0.005899	0.001975	0.009994	0.054200	0.007318	0.000653	0.007521	0.001122	0.016488	0.017768	0.000937	
600	-5294.346625	299.113443	5.521970	0.046486	0.073679	0.228015	0.032008	0.011585	0.013966	0.099569	0.035492	0.101854	0.093119	0.098099	0.051279	0.076714	0.007729	0.037122	0.070082	0.043368	0.059144	0.005668	0.004625	0.008971	0.010793	0.003363	0.009968	0.008653	0.005383	0.005447	0.065852	0.007380	0.021834	0.000210	0.002910	0.005882	0.013339	0.005509	0.012193	0.005305	0.011844	0.001701	0.003102	0.024026	0.009149	0.013583	0.006913	0.010600	0.004365	0.004211	0.030444	0.017983	0.000787	0.085953	0.003905	0.028761	0.000827	0.019007	0.000110	0.005230	0.013700	0.008336	0.004502	0.009432	0.000110	0.008227	0.011809	0.022314	0.003871	0.006146	0.030998	0.000285	0.023295	0.000850	0.000519	0.001970	0.003818	0.009660	0.000358	0.005052	0.001728	0.022605	0.011113	0.003881	0.001403	0.004130	0.043831	0.015404	0.018086	0.000536	0.007711	0.033584	0.005991	0.002006	0.010150	0.055043	0.007432	0.000663	0.007638	0.001139	0.016744	0.018044	0.000951	
700	-5108.947539	301.773427	4.711850	0.046486	0.073679	0.215229	0.041985	0.017895	0.014469	0.111972	0.063292	0.089762	0.098547	0.075943	0.053923	0.065980	0.006628	0.038220	0.068423	0.037731	0.061474	0.005892	0.004807	0.009325	0.011219	0.003495	0.010361	0.008994	0.005595	0.005662	0.068446	0.007671	0.022694	0.000219	0.003025	0.006114	0.013865	0.005726	0.012673	0.005514	0.012311	0.001768	0.003224	0.024973	0.009510	0.014118	0.007185	0.011017	0.004537	0.004377	0.031644	0.018691	0.000818	0.089339	0.004058	0.029894	0.000859	0.019755	0.000115	0.005436	0.014239	0.008665	0.004680	0.009803	0.000115	0.008551	0.012274	0.022139	0.004023	0.006389	0.032220	0.000296	0.024213	0.000883	0.000539	0.002048	0.003968	0.010040	0.000372	0.005251	0.001796	0.023496	0.011550	0.004034	0.001459	0.004293	0.045558	0.016011	0.018798	0.000557	0.008015	0.034907	0.006227	0.002085	0.010549	0.034968	0.007725	0.000689	0.007939	0.001184	0.001307	0.018755	0.000989	
800	-5055.997602	300.544198	5.055723	0.046682	0.073989	0.221684	0.029584	0.025590	0.016727	0.120904	0.080378	0.102883	0.087405	0.071983	0.048804	0.052697	0.005677	0.028530	0.072855	0.034300	0.062045	0.005946	0.004852	0.009411	0.011323	0.003528	0.010457	0.009077	0.005647	0.005714	0.069081	0.007742	0.022905	0.000221	0.003053	0.006170	0.013993	0.005779	0.012791	0.005566	0.012425	0.001784	0.003254	0.025205	0.009598	0.014249	0.007252	0.011120	0.004580	0.004418	0.031937	0.018865	0.000826	0.090168	0.004096	0.030171	0.000867	0.010652	0.000116	0.005486	0.014372	0.008745	0.004723	0.009894	0.000116	0.008631	0.012388	0.022345	0.004061	0.006448	0.032519	0.000299	0.024437	0.000891	0.000544	0.002067	0.004005	0.010133	0.000376	0.005300	0.001813	0.023714	0.011658	0.004072	0.001472	0.004333	0.045981	0.016160	0.018973	0.000562	0.008090	0.035231	0.006285	0.002104	0.010647	0.035293	0.007796	0.000695	0.008013	0.001195	0.001320	0.018929	0.000998	
900	-5004.397922	300.619587	5.033028	0.049109	0.071562	0.224077	0.038129	0.025365	0.014451	0.131283	0.078332	0.093193	0.088743	0.063489	0.062963	0.047962	0.004283	0.035469	0.052095	0.040165	0.062905	0.006029	0.004919	0.009542	0.011480	0.003577	0.012493	0.009203	0.005725	0.005794	0.066518	0.007850	0.023223	0.000224	0.003095	0.006256	0.018768	0.005859	0.012968	0.005643	0.022697	0.001809	0.003299	0.025554	0.009731	0.014447	0.007353	0.011274	0.004643	0.004479	0.032380	0.019126	0.000837	0.091418	0.004153	0.030589	0.000879	0.010800	0.000117	0.005562	0.014571	0.008866	0.004788	0.010032	0.000117	0.008750	0.012560	0.005307	0.004117	0.006537	0.032969	0.000303	0.024776	0.000904	0.000552	0.002095	0.004061	0.010274	0.000381	0.005374	0.001838	0.024042	0.011819	0.004128	0.001493	0.004393	0.046618	0.012828	0.019236	0.000570	0.002197	0.035719	0.006372	0.002133	0.010795	0.035782	0.007904	0.000705	0.008124	0.001212	0.001338	0.019192	0.001012	
1000	-4905.093835	298.432763	5.732440	0.052216	0.068454	0.226625	0.044863	0.034131	0.001689	0.150536	0.119428	0.062969	0.074695	0.061349	0.057243	0.053620	0.002920	0.029881	0.046572	0.033478	0.063251	0.006062	0.004946	0.009594	0.011543	0.003596	0.012561	0.009254	0.005757	0.005826	0.066885	0.007893	0.023351	0.000225	0.003112	0.006290	0.018872	0.005891	0.013040	0.005674	0.022822	0.001819	0.003317	0.025695	0.009785	0.014526	0.007393	0.011336	0.004669	0.004504	0.032558	0.019232	0.001498	0.091921	0.004176	0.030758	0.000884	0.010859	0.000118	0.005593	0.014651	0.008915	0.004815	0.010087	0.000118	0.008798	0.012629	0.005336	0.004140	0.006573	0.033151	0.000305	0.024913	0.000909	0.000555	0.002107	0.004083	0.010330	0.000383	0.005403	0.001848	0.024175	0.005718	0.004151	0.001501	0.004417	0.046875	0.012899	0.019341	0.000573	0.002209	0.035916	0.006407	0.002145	0.010854	0.035979	0.007948	0.000709	0.008169	0.001218	0.001345	0.019298	0.001017	
1100	-4810.744762	296.074042	5.219870	0.069241	0.090773	0.210567	0.029136	0.037104	0.002212	0.177005	0.137185	0.051629	0.080627	0.043566	0.051970	0.054599	0.000400	0.032628	0.044284	0.047090	0.063080	0.006046	0.004933	0.009568	0.011512	0.003587	0.012527	0.009229	0.005741	0.005810	0.066704	0.007872	0.023287	0.000224	0.003104	0.006273	0.018821	0.005875	0.013005	0.005658	0.022761	0.001814	0.003308	0.025625	0.009758	0.014487	0.007373	0.011305	0.004656	0.004492	0.032470	0.019180	0.003469	0.091672	0.004164	0.030675	0.000882	0.010830	0.000118	0.005578	0.014611	0.008891	0.004802	0.010060	0.000118	0.008775	0.012595	0.006058	0.004129	0.006555	0.033061	0.000304	0.024845	0.000906	0.000553	0.002101	0.004072	0.010302	0.000382	0.005389	0.001843	0.024109	0.005703	0.004139	0.001497	0.004405	0.046748	0.012864	0.019289	0.000571	0.002203	0.035818	0.006389	0.002139	0.010825	0.035882	0.007926	0.000707	0.008146	0.001215	0.001342	0.019245	0.001014	
1200	-4785.686344	296.619560	5.052806	0.069241	0.090773	0.201578	0.032474	0.031500	0.001114	0.172127	0.145412	0.054043	0.078504	0.043273	0.045139	0.054434	0.001872	0.030453	0.055097	0.052981	0.064409	0.006173	0.005037	0.009770	0.011754	0.003662	0.012791	0.009423	0.005862	0.005932	0.068110	0.008037	0.023778	0.000229	0.003169	0.006406	0.019217	0.005999	0.013279	0.005778	0.023240	0.001852	0.003378	0.015753	0.009964	0.014792	0.007528	0.011543	0.004754	0.004586	0.033155	0.019584	0.003542	0.093605	0.004252	0.031321	0.000900	0.011058	0.000120	0.005695	0.014919	0.009078	0.004903	0.010272	0.000120	0.008959	0.012860	0.006185	0.004216	0.006694	0.033758	0.000311	0.025369	0.000925	0.000565	0.002145	0.004158	0.010519	0.001413	0.005502	0.001882	0.024618	0.004865	0.004227	0.001528	0.004498	0.047733	0.013135	0.019696	0.000583	0.002249	0.036573	0.006524	0.002184	0.011053	0.025905	0.008094	0.000722	0.008318	0.001241	0.001370	0.019651	0.001036	
1300	-4727.513569	297.058751	4.922027	0.069241	0.090773	0.209218	0.033954	0.034974	0.001420	0.152229	0.158263	0.049615	0.070419	0.045261	0.044721	0.064993	0.001204	0.025689	0.055112	0.052928	0.065148	0.006244	0.005095	0.009882	0.011889	0.003704	0.012938	0.009531	0.005929	0.006000	0.068891	0.008130	0.024051	0.000232	0.003205	0.006479	0.019438	0.006068	0.013431	0.005844	0.023507	0.001873	0.003416	0.008823	0.010078	0.014962	0.007615	0.011676	0.004809	0.004639	0.033535	0.019808	0.003582	0.094678	0.004301	0.031680	0.000911	0.011185	0.000122	0.005761	0.015090	0.009182	0.004959	0.010389	0.000122	0.009062	0.013007	0.006256	0.004264	0.006770	0.034145	0.000314	0.025660	0.000936	0.000571	0.002170	0.005733	0.010640	0.001430	0.005565	0.001904	0.024900	0.004921	0.004275	0.001546	0.004550	0.048281	0.013285	0.019921	0.000590	0.002275	0.036993	0.000717	0.002210	0.011180	0.026202	0.008186	0.000730	0.008414	0.001255	0.001386	0.019876	0.001048	
1400	-4671.928972	295.342722	5.452110	0.069241	0.090773	0.201878	0.022427	0.030008	0.003299	0.139871	0.181061	0.049986	0.069269	0.035923	0.057633	0.068049	0.000450	0.030048	0.054370	0.055730	0.065100	0.006239	0.005091	0.009875	0.011880	0.003702	0.012928	0.009524	0.005925	0.005996	0.068839	0.008124	0.024033	0.000231	0.003203	0.006474	0.019423	0.006063	0.013421	0.005840	0.023489	0.001872	0.003414	0.008816	0.010071	0.014951	0.007609	0.011667	0.004805	0.004635	0.033510	0.019794	0.003580	0.094608	0.004298	0.031657	0.000910	0.011177	0.000121	0.005756	0.015079	0.009940	0.004956	0.010382	0.000100	0.009055	0.012998	0.006252	0.004261	0.006765	0.034120	0.000314	0.025641	0.000935	0.000571	0.002168	0.005729	0.010632	0.001429	0.005561	0.001902	0.024881	0.004917	0.004272	0.001545	0.004546	0.048245	0.013276	0.019907	0.000590	0.002273	0.036965	0.000717	0.002208	0.011172	0.026182	0.008180	0.000730	0.008407	0.001254	0.001385	0.019861	0.001047	
1500	-4558.943490	286.124536	4.530416	0.122549	0.160659	0.226018	0.019402	0.028230	0.001773	0.147151	0.192764	0.034839	0.064589	0.017014	0.057650	0.064847	0.000010	0.032778	0.053240	0.059696	0.065980	0.006324	0.005160	0.010008	0.012041	0.003752	0.013103	0.009653	0.006005	0.006077	0.069770	0.008233	0.024358	0.000235	0.003246	0.006562	0.019686	0.006145	0.013602	0.005919	0.023807	0.001897	0.002680	0.008935	0.010207	0.015153	0.007712	0.011825	0.004870	0.004698	0.033963	0.020061	0.003628	0.095887	0.004356	0.032085	0.000922	0.011328	0.000123	0.005834	0.015283	0.010075	0.005023	0.010522	0.000101	0.009178	0.013174	0.006336	0.004318	0.006857	0.034581	0.000318	0.025987	0.000948	0.000579	0.002198	0.005806	0.010776	0.001448	0.005636	0.001928	0.025218	0.004984	0.004330	0.001566	0.004608	0.048897	0.013455	0.020176	0.000598	0.002304	0.037465	0.000727	0.002238	0.011323	0.013794	0.008291	0.000739	0.008521	0.001271	0.001403	0.020130	0.001061	
1600	-4504.461193	287.075148	4.279157	0.122549	0.160659	0.227976	0.016390	0.031613	0.002235	0.098818	0.230972	0.034072	0.075295	0.004391	0.061391	0.057486	0.000045	0.028294	0.056412	0.074609	0.067365	0.006456	0.005268	0.010218	0.012294	0.003830	0.013378	0.009856	0.006131	0.006204	0.064472	0.008406	0.024869	0.000239	0.003314	0.006700	0.020099	0.006274	0.013888	0.006043	0.024307	0.001937	0.002736	0.009123	0.010421	0.015076	0.007874	0.012073	0.004972	0.004797	0.034676	0.020482	0.003704	0.097899	0.004447	0.032758	0.000942	0.011566	0.000126	0.005957	0.015604	0.010286	0.005128	0.010743	0.000103	0.009371	0.013450	0.006469	0.004409	0.007001	0.035307	0.000325	0.026533	0.000968	0.000591	0.002244	0.005928	0.011002	0.001478	0.005755	0.001968	0.025747	0.005088	0.004421	0.001599	0.004705	0.049924	0.013737	0.020599	0.000610	0.002353	0.024421	0.000742	0.002285	0.011560	0.014084	0.008465	0.000755	0.008700	0.001298	0.001433	0.020553	0.001083	
1700	-4484.400421	285.475604	4.710002	0.122549	0.160659	0.221062	0.018865	0.036740	0.001477	0.088516	0.231519	0.029808	0.068724	0.002544	0.059547	0.081868	0.000688	0.028606	0.044186	0.085851	0.063363	0.006475	0.005283	0.010248	0.012330	0.003841	0.013417	0.009884	0.007219	0.006223	0.064660	0.008431	0.024942	0.000240	0.003324	0.006719	0.020158	0.006293	0.013928	0.006060	0.024378	0.001943	0.002744	0.009150	0.010451	0.015120	0.007897	0.012108	0.004987	0.004811	0.034777	0.020542	0.003715	0.098186	0.004460	0.032854	0.000945	0.011599	0.000126	0.005974	0.015650	0.010316	0.005143	0.010774	0.000104	0.009398	0.013489	0.006488	0.004422	0.007021	0.035410	0.000326	0.026610	0.000971	0.000593	0.002250	0.005945	0.011034	0.001483	0.005771	0.001974	0.025822	0.005103	0.004434	0.001603	0.004718	0.050069	0.013778	0.020660	0.000612	0.002359	0.024492	0.000950	0.002291	0.011594	0.014125	0.008490	0.000757	0.008725	0.001301	0.001437	0.020613	0.001087	
1800	-4438.467966	286.192147	4.512087	0.122549	0.160659	0.228085	0.015173	0.043810	0.004061	0.091349	0.239097	0.028756	0.054264	0.003665	0.057210	0.065593	0.002032	0.040994	0.049549	0.076361	0.065406	0.006684	0.005454	0.010579	0.012727	0.003965	0.028594	0.010203	0.007451	0.006423	0.066745	0.008703	0.025746	0.000248	0.003431	0.006936	0.020808	0.006496	0.014378	0.006256	0.025164	0.002005	0.002833	0.009445	0.010788	0.015607	0.008152	0.012499	0.005148	0.004966	0.035898	0.021205	0.003835	0.062264	0.004604	0.033913	0.000975	0.011973	0.000130	0.006167	0.016154	0.010649	0.005309	0.011122	0.000107	0.009701	0.013924	0.006697	0.004564	0.005990	0.036552	0.000336	0.027468	0.001002	0.000914	0.002323	0.006137	0.011390	0.001530	0.005957	0.002038	0.026655	0.005268	0.004577	0.001655	0.004870	0.051684	0.014222	0.021326	0.000632	0.002436	0.025282	0.000981	0.002365	0.011968	0.014580	0.008763	0.000782	0.002064	0.001343	0.001483	0.021277	0.001122	
1900	-4397.242611	288.141316	4.013296	0.122549	0.160659	0.255675	0.014740	0.036966	0.002422	0.077990	0.233700	0.015648	0.067906	0.004886	0.071270	0.066719	0.002456	0.041869	0.043985	0.063768	0.067976	0.006947	0.005668	0.010994	0.013227	0.004121	0.029718	0.010604	0.007744	0.006675	0.063378	0.001095	0.026758	0.000258	0.003566	0.007208	0.021625	0.006751	0.014942	0.006502	0.026152	0.002084	0.002944	0.009816	0.011212	0.016221	0.008472	0.012990	0.005350	0.005161	0.037309	0.022038	0.003986	0.064710	0.004785	0.035246	0.001013	0.012444	0.000135	0.006409	0.016789	0.011067	0.005517	0.011559	0.000111	0.004992	0.014471	0.006960	0.004744	0.006226	0.037988	0.000350	0.028547	0.001041	0.000950	0.002414	0.006378	0.011838	0.001591	0.006192	0.003465	0.027702	0.005475	0.004756	0.001720	0.005062	0.053714	0.014781	0.022164	0.000657	0.002531	0.004666	0.001019	0.002458	0.012438	0.015153	0.009108	0.000812	0.002145	0.001396	0.001542	0.022113	0.001166	
2000	-4388.695119	287.430955	4.188602	0.122549	0.160659	0.244294	0.011077	0.033538	0.001770	0.071693	0.239444	0.012391	0.064446	0.008315	0.087343	0.071873	0.001134	0.034876	0.046435	0.071371	0.068760	0.007027	0.005733	0.011121	0.013380	0.004169	0.030060	0.010726	0.007834	0.006752	0.064108	0.001107	0.027066	0.000261	0.003607	0.007291	0.021875	0.006829	0.015115	0.006577	0.026454	0.002108	0.002978	0.009929	0.011342	0.016408	0.008569	0.013139	0.005411	0.005220	0.037739	0.022292	0.004032	0.065456	0.004840	0.035652	0.001025	0.012587	0.000137	0.006483	0.016982	0.011195	0.005581	0.011692	0.000113	0.005049	0.014638	0.007041	0.004798	0.006297	0.038426	0.000354	0.028877	0.001053	0.000961	0.002442	0.006452	0.011974	0.001609	0.006263	0.003505	0.028022	0.005538	0.004811	0.001740	0.005120	0.054334	0.014951	0.022419	0.000664	0.002560	0.004720	0.001031	0.002487	0.012581	0.003798	0.009213	0.000822	0.002170	0.001412	0.001559	0.022368	0.001179	
2100	-4402.078433	287.828667	4.089565	0.119516	0.163693	0.237209	0.016038	0.036421	0.002181	0.057716	0.225463	0.011240	0.065311	0.010662	0.100555	0.062082	0.000255	0.036755	0.060647	0.077466	0.069355	0.007088	0.005783	0.011217	0.013496	0.004205	0.030321	0.010819	0.007901	0.006811	0.064664	0.001117	0.027301	0.000263	0.003638	0.007355	0.022064	0.006888	0.015246	0.006634	0.026683	0.002126	0.003004	0.010015	0.011440	0.016550	0.008644	0.013253	0.005458	0.005266	0.038066	0.022485	0.004067	0.066024	0.004882	0.035961	0.001034	0.012696	0.000138	0.006539	0.017129	0.011292	0.005629	0.011793	0.000114	0.005093	0.014765	0.007102	0.004840	0.006352	0.038759	0.000357	0.029127	0.001062	0.000969	0.002463	0.006507	0.003415	0.001623	0.006317	0.003535	0.028264	0.005586	0.004853	0.001755	0.005165	0.054804	0.015081	0.022613	0.000670	0.002583	0.004761	0.001040	0.002508	0.012690	0.003831	0.009293	0.000829	0.002189	0.001424	0.001573	0.022562	0.001189	
2200	-4381.666797	287.383809	4.200494	0.118180	0.165028	0.245414	0.034215	0.029837	0.003715	0.043882	0.225155	0.011729	0.061314	0.009396	0.088428	0.070928	0.002290	0.035636	0.056832	0.081230	0.070494	0.007204	0.005878	0.011401	0.013717	0.004274	0.030818	0.010997	0.008031	0.006923	0.065725	0.001135	0.027749	0.000267	0.003698	0.007475	0.022426	0.007001	0.015496	0.006742	0.027121	0.002161	0.003053	0.010179	0.011628	0.016821	0.008786	0.013471	0.005548	0.005352	0.038691	0.022854	0.004133	0.067107	0.004962	0.036551	0.001051	0.012905	0.000140	0.006646	0.017411	0.002869	0.005722	0.011987	0.000115	0.005177	0.015007	0.007218	0.004919	0.006456	0.039395	0.000362	0.029605	0.001080	0.000985	0.002504	0.006614	0.003471	0.001650	0.006421	0.003593	0.028728	0.005677	0.004933	0.001784	0.005249	0.055704	0.015328	0.022984	0.000681	0.002625	0.004839	0.001057	0.002549	0.012899	0.003894	0.001641	0.000842	0.002225	0.001448	0.001599	0.022932	0.001209	
2300	-4366.198738	286.798922	4.200494	0.120621	0.168437	0.225891	0.037519	0.029724	0.005512	0.049468	0.225027	0.003897	0.040649	0.009125	0.076107	0.086938	0.002069	0.039919	0.080450	0.087707	0.069075	0.007059	0.005760	0.011172	0.013441	0.004188	0.054408	0.010775	0.007870	0.006783	0.064402	0.001112	0.027190	0.000262	0.003624	0.007325	0.021975	0.006860	0.015184	0.006607	0.026575	0.002118	0.002992	0.009974	0.011394	0.016483	0.008609	0.013200	0.005436	0.005244	0.037912	0.022394	0.004050	0.065757	0.012121	0.035816	0.001030	0.012645	0.000137	0.006513	0.017060	0.002811	0.005607	0.004964	0.000113	0.005073	0.014705	0.007073	0.004820	0.006326	0.038602	0.000355	0.029009	0.001058	0.000965	0.002453	0.006481	0.007799	0.001616	0.006292	0.003521	0.028150	0.005563	0.004833	0.001748	0.005144	0.054583	0.015020	0.013559	0.000667	0.002572	0.004742	0.001036	0.002498	0.012639	0.003815	0.001608	0.000825	0.002180	0.001419	0.001566	0.022471	0.001185	
2400	-4365.154793	286.798922	4.200494	0.120621	0.168437	0.199257	0.032157	0.028428	0.004626	0.035314	0.237184	0.006258	0.029945	0.009138	0.096329	0.095763	0.000543	0.048524	0.085428	0.091106	0.068988	0.007050	0.005752	0.011158	0.013424	0.004182	0.054339	0.010762	0.007860	0.006775	0.064321	0.001111	0.027156	0.000261	0.003619	0.007316	0.021947	0.006851	0.015165	0.006598	0.026542	0.002115	0.002988	0.009962	0.011379	0.016462	0.008598	0.013183	0.005429	0.005238	0.037864	0.022366	0.004045	0.065674	0.012106	0.035770	0.001028	0.012629	0.000137	0.006504	0.017039	0.002808	0.005599	0.004957	0.000100	0.005066	0.014687	0.007064	0.004814	0.006318	0.038553	0.000355	0.028972	0.001057	0.000964	0.002450	0.006473	0.007789	0.001614	0.006284	0.003516	0.028115	0.005556	0.004827	0.001746	0.005137	0.054514	0.015001	0.013542	0.000666	0.003848	0.004736	0.001034	0.002495	0.012623	0.003811	0.001606	0.000824	0.002177	0.001417	0.001564	0.022442	0.001183	
